q_id,query_clean
883,сменить пароль
884,не могу поставить пэй на дебетовую карту
885,можно подключить энфси на айфон <anon num>
886,проблема подключить альфа pay пишет включён vpn
887,через сколько посыпают деньги на карту без пластика можно ли пользоваться вертуальной картой
888,начисляется ли кэшбэк при оплате телефоном через мир пай на транспорте
889,кэшбэк за оплату сотовой связи
890,пин код
891,когда получила карту
892,кредитная карта оформлена
893,пин
894,все документы получите своё время
895,можно карту забрать самому нефтеюганске
896,когда получил карту которая меня есть
897,откуда меня долг по кредитной карте если оплачиваю по графику
898,нет нету карты только заказана
899,как мне поменять все пароли альфа банке приложении
900,деньги за просроченую ипотеку внесла
901,как карту получить на руки когда придёт
902,во первых почему нельзя вывести на зарплатных счет почему теперь оба счёта нулевые когда сделала все по инструкции которую вы мне прислали
903,проверьте точно ли меня готова закладная следующем месяце по ипотеке будет мой обычный процент <anon num>
904,да давайте день ежемесячного платежа сделаем
905,можно ли пользоваться ей до получения пластика
906,заказывала именную карту
907,есть ли проценты по моей кредитной карте
908,почему <anon num> месяцев меня списывпется только проценты по кредиту
909,какая меня карта
910,если забыл пин код карты но вошёл приложение по <anon num> значному коду является ли он пин кодом одновременно
911,как опла
912,смогу две забрать
913,за что на кредит увеличились проценты
914,как узнать именная она или нет
915,карту получила по ссылке по рекомендациям карта на руках пишут что меня ее нету
916,ден почему стали брать проценты за покупки магазинах
917,информационное сообщение просим предоставить до <anon num> <anon num> <anon num> включительно договор аабк <anon num> от <anon num> <anon num> <anon num> по операции от <anon num> <anon num> <anon num> на сумму <anon num> <anon num> больше подробностей на <url> <anon num>
918,установлен новый пин этого не делала
919,<anon num> дня момента заказа карты
920,где могу получить новую карту физичкски
921,сегодня получу карту мне будет начислен бонус
922,да но меня <anon num> категориях <anon num> от сервиса сумме <anon num>
923,если оплачу кредитной карты полис осаго меня будет льготный период
924,когда оформляла сказали карта бесплатная обслуживании
925,предложение снижении ставки на <anon num> поясните
926,хотел поговорить по поводу просроченного кредита
927,не заказывал карту
928,карта закончилась где забрать
929,хотя забрал
930,сегодня доставят мою зарплатную карту офис пушкино которая на перевыпуске
931,какие документы нужны для этого
932,получил кредитную карту на некоторые покупки запрашивает пинкод меня его нет как получить
933,могу ли получить карту банке
934,почему списание через систему альфа пэй
935,перевела да месяца назад но ещё ни разу не получила
936,меня карта бесплатная обслуживании так сказали отделении банка
937,заказывала оранжевую карту так не оставил мне её ваш представитель забрал сказав что она не подключается ко мне приложение перекресток говорит меня есть эта карта где её получить вновь
938,будут ли возвращены денежные средства которые списали меня видимо счёт просроченной задолженности
939,забыл пороль
940,подключила добавила иконку на рабочем столе все ровно пишет отключить контроль активности
941,почему не могу пополнить карту через банкомат ввожу пин код выдает карту обратно
942,другого банка моя карта заблокирована не помню пароль логин но воостановить никак срочно нужна деньги мне отмените перевода
943,почему не изменилось графике
944,вопрос по кредиту могу уменьшить процент предоставив документ покупке машины договоре указано это
945,как узнать код чтобы положить деньги на карту
946,маска карты
947,какая годовая ставка на моей карте
948,могу оплатить жд билет без процентов
949,указано что карта годна до <anon num> гола
950,получил карту как на нее поставить пин активировать
951,это кредит можно или нужно платить по графику
952,по графику можно
953,когда каком отделении можно получить новую карту по текущему счету
954,смена пин кода куда приходят смс
955,поскажите как долго перевыпускается карта
956,встреча ввела неверный пин банкомате перепутала карты мне заблокировать карту
957,заказала детскую карту забирать буду через офис аб
958,<anon num>
959,при смене пин кода меня будет работать сейчас карта транспорте
960,можно ли пользоваться картой не получая пластиковую карту
961,хочу установить свой пинкод для входа приложение но из за двух одинаковых цифр приложение блокирует такой пароль постоянно его забываю ваш долбанный банк единственный банк который не дает установить мне привычный пин код
962,активация
963,смена пин кода помогла
964,как можно изменит код
965,можно отменить автоматическое списани
966,как могу снять ограничениеи
967,отзыв уже опубликован мне пришло сообщение на почту
968,почему не могу выбрать из адресной книги кому перевести деньги
969,можно вопрос акция на <anon num> которая истекает завтра нужно пригласить по ссылке трёх друзей до <anon num> числа можно ли оформить до <anon num> получить позже или условие именно получение пластиковой карты до <anon num> числа
970,почему об этом не предупредили отделении банка
971,захожу свою кредитную карту но не вижу опции alfa pay
972,поменять пу
973,где забрать карту
974,лимит на альфа пей
975,узнать есть ли возможность подключить реконструкцию кредитной карты
976,банке втб особых ошибок не увидели попытки автопополнения будут сегодня <anon num> <anon num> <anon num> <anon num> есть возможность что то сделать чтобы сегодня прошла эта операция пусть может ручном режиме направлением мне ссылки на подтверждение
977,оформите закладную по ипотеке не хотим обращаться таким требованием суд или повышать ставку <url>
978,как узнать пароль
979,пересчитают проценты за пользование кредитом
980,какой процент по кредиту платеж если сумма кредита <anon num>
981,дату выпуска кредитной карты
982,вы сами все подготовите
983,оплата по кредитной карте автоматически списывается
984,вчера уменьшили ключевую ставку узнать могу ли подать заявку на уменьшение ставки по автокредиту своему
985,есть ли меня действующая карта
986,могу ли забрать карту или уже она неактивна если да то где
987,меня заблокированы счета есть ли меня обязательные платежи сумма по какой срок как можно внести сумму чтобы не допустить просрочки
988,как получить кюао код от счет
989,просьба сделать информацию по периоду кредита без более информативной вчера было показано что ещё <anon num> день сегодня просрочено очень неприятно потерять на пустом месте <anon num> тысяч хотя написано было что период без до <anon num> <anon num>
990,потерял карту заблокировал ее приложении когда могу получить новую карту
991,карта рабочая меня
992,как заблокировать авто списания карты
993,почему по кредтикам процентами до июля
994,авто платёж по расписанию слишком долго находиться статусе разработке вы что то совсем обленились неработающими услугами
995,был ли возврат денег от мтс за ошибочно списанный автоплатеж
996,оплатил коммунальные услуги через платежи прогресс задания остался прежним
997,карту получил хочу получить её пластике офисе банка сегодня
998,как сменить код
999,начисляется ли кешбек при оплаты газа
1000,если можно текст обязательства
1001,заказал карту альфа онли
1002,кода были получены мной карты даты
1003,статус карты
1004,какой сейчас общий процент по кредитной карте начислился
1005,по снижении ставки не могу понять откуда взялась сумма на <anon num> <anon num>
1006,не приходит смс для подтверждения вывода денег ивесткопилки пробовал много раз сегодня утром днём запрашивал повторно не приходят приложение обновил снова попробовал смс пуш не приходят исправьте ошибку
1007,да подходит только по суммам не смогу сориентировать сожалению только по датам необходим период за <anon num> год
1008,готов
1009,меня нет просрочки других банках
1010,чтобы пользоваться кредтной картой виртуальной необходимо обязательно забрать ее офисе
1011,картой оплата проходит тем же пинкодом
1012,как поменять пароль
1013,карта кредитная одобрена какой отделение по адресу
1014,сколько день начисляется по кредитной карте
1015,где получить карту
1016,не получила карту
1017,по микрозайму вносила <anon num> <anon num> для оплаты <anon num> <anon num> <anon num> ошибочно на <anon num> <anon num> руб меньше внесла сейчас смотрю платеж просрочен но при этом списан не хватило <anon num> <anon num> руб верно
1018,как получить карту отделении банка
1019,хотелось получить её как можно раньше на месте
1020,меня только смена кода пишкт
1021,как узнать кто может ещё пользоваться этой картой кроме меня
1022,будет ли работать карта альфа банка камеруне
1023,через приложение не активируется скриншот выше
1024,прошлую субботу мне должны были открыть инвестиционную программу на <anon num> лет минимальным ежегодным взносом <anon num> <anon num> руб до сих пор не вижу ее списке моих продуктов
1025,установлен пароль пин палец
1026,активация
1027,можно ли пользоваться счётом кредитной карты до её получения
1028,<anon num> из <anon num>
1029,по займу деньги списали но пишут что платеж просрочен
1030,готовых ничего нет
1031,не могу закрыть инвесткопилку на счету <anon num>
1032,как мой ucid карты
1033,как снять замороженную сумму
1034,отключить авто накопление
1035,кэшбек на книги <anon num> распространяется на покупки на сайте издательства миф
1036,если паспорте нету прописки могу ли получить дебетовую карту
1037,какие есть активные счета карты меня вашем банке
1038,ввожу пароль для зарплаты каждый день меня пишет что неправильно
1039,запретить переводы
1040,придет ли хешбек если оплатила покупку мебели через спб на сбер
1041,сейчас готов внести сумму для погашения графика
1042,инвестициях ничего не могу сделать маленьким портфелем пишут контракт не принадлежит клиенту значение
1043,при оформлении кредита условиях было прописано что при закрытии двух других кредитов ставка снизится
1044,не смогу оплатить за один раз не могла связаться вашим банком почему мне еще несколько месяцев назад не отвечали по почте
1045,когда придет выиграшб игре пинятта
1046,внесла на счет займа досрочное погашение но график не обновился вы течении какого времени обновляется график
1047,оплатил коммунальные приложении банки деньги списались но истории списаний этого платежа нет почему
1048,<anon num> этом месяце за оплату картой альфа пэй
1049,минимальные платежи все оплачены срок
1050,не могу войти банкомат помощью телефона запрашивает пин код
1051,могу ли не забирать пластиковую кредитку офисе сразу начать пользоваться онлайн банке
1052,остаток спишите благотвлрительный фонд
1053,будет ли суммироваться <anon num> по категории по барабану красота если товар магазине по акции будет ли считаться <anon num>
1054,статус последней операции на коммунальные услуги
1055,карта есть уже
1056,<anon num> июня были внесены дс на счёт <anon num> июня произошло списание по кредитному договору но <anon num> июня списалась ещё сумма размере <anon num> <anon num> пришло уведомление задолженности графике платежей так же нет информации об оплате очередного платежа
1057,коммунальные платежи входят траты по карте
1058,пишет при попытке оплаты что меня пин не правильный
1059,поменять код
1060,пин код
1061,скиньте погашения суммы списания
1062,как подключить альфа ld
1063,могу просто приехать банк сразу получить дебетовую карту не заказывая
1064,как убрать ограничения банка
1065,когда будет снижена ставка по договору <anon num>
1066,как узнать зарплатная карта
1067,мне перечисляли деньги сумме <anon num> еще <anon num> они мне счет не упали можете посмотреть может они банке
1068,не помню старый
1069,мне не пришло уведомление участвую или нет
1070,может ли кто то кроме меня получить карту
1071,кажется что не по тому кредитку поменяли ставку
1072,установила пин код карты можете активировать
1073,как воспользоваться картой
1074,заказал две карты одну дебитовую вторую кредитную
1075,отмените последнее списание это не заметила автопродление
1076,должен быть <anon num> <anon num> стоит <anon num>
1077,марина если приложении такси вы указываете данные карты выбираете способ оплаты картой то операция пройдёт как покупка по карте
1078,можно активировать деньги на карте забрать пластиковую офиса потом
1079,планирую оплачивать сплав за группу людей организатор прислал куаркод будет ли кэшбек при такой оплате
1080,пополнил баланс на <anon num> эти деньги банк заморозил <anon num> меня сняли за просроченный кредит где остальные деньги
1081,если изменить кредитный лимит на кредитной карте уменьшиться ли процент задолженности
1082,apay
1083,когда получила карту
1084,не вижу графика платежей
1085,прошлом месяце эти платежи за коммунальные услуги проходили сейчас что изменилось
1086,как подключить карту альфа пей
1087,какой меня код для без контактной оплаты для банкомата
1088,могу ли предъявить паспорт госуслуг для получения карты стикера
1089,если запрашивала график платежей кредит уже оформлен
1090,кредитная карта будет доступна только после получения
1091,нпф альфа
1092,какие есть условия погашения подготовили индивидуальные условия по погашению просроченной задолженности подробности по телефону <anon num> ао альфа банк
1093,информация по кредиту
1094,завизировать платеж
1095,если пользуюсь услугой пропустить платеж то следующем месяце сумма минимального внесения платежа по кредитной карте удвоиться
1096,вечер сегодня положил деньги на карту оно не работало приложении сейчас отсканировал опять карту стал баланс <anon num> руб те деньги <anon num> рублей пропали
1097,не ответили на вопрос можно ли сразу пользоваться картой после оформления
1098,карта priority pass
1099,покупка сегодня на <anon num> тр через альфа пей почему кэшбэк всего <anon num> тр
1100,на карте нет фи для оплаты их требуют что ввести
1101,под какой процент кредитная карта
1102,как узнать код авторизации операции по карте
1103,по моей ссылке физлица оформляли дебетовые карты альфа банка последние <anon num> клиента отказались от открытия счетов банке из за невозможности подключить пин код ни присутствии сотрудника при получении ни офисе банка
1104,рекомендация счёт для инвестиций
1105,когда приедет <anon num> рублей
1106,неверный пин карта заблокирована как разблокировать
1107,есть ли меня карта
1108,хочу снять ограничения по статье фз <anon num>
1109,моя то где
1110,смена кода
1111,pincode
1112,где включить оплата по умолчанию
1113,уже оформила
1114,не могу найти пай
1115,список карт
1116,пишу вам по доставке карты можно ли забрать отделении
1117,можно ли получить карту по другому адресу времени
1118,можно ли настроить автопополнение накопительного счета
1119,установить пароль
1120,есть ли меня карта дебетовая
1121,alfa pay пишет что не карты мир какая меня тогда карта если приложении она обозначена как карта мир
1122,что за письмо штрафе мне пришло меня нет авто
1123,не совсем понял принцип действия копилки просто кладу туда свои деньги все ни ни бонусов от банка не будет
1124,помогите разобраться крестами на счету не понимаю это одно тоже или разное
1125,почему изменилась ставка <anon num> <anon num> выбрала ваш банк из за ставки <anon num>
1126,настроить
1127,как получить пластиковую карту
1128,дебетова карта
1129,не могу становить сточки
1130,мне не нужно забрать новый пластик
1131,как это правильно понять если активирую <anon num> <anon num> июня то будет действовать до конца июля
1132,что моим кредитом
1133,оплатил жку но задание разделе кэшбэк не выполнено почему
1134,платеж альфа займ списали вчера но графике платежей он не отобразился почему
1135,как создать сбор
1136,как скачать альфу на айфоне
1137,можно ли погасить счёт кредитной карты мои документы будут готовы только <anon num> июня не успею их забрать погасить долг можете разрешить данную операцию чтобы не было просрочки по процентам
1138,ее заказала курьер будет <anon num> <anon num> отделении банка ее можно получить
1139,инвестиций
1140,управление картой
1141,моя карта виза до двадцать восьмого года вообще перестала функционировать никакого считывания терминал не производит
1142,уменьшение процентов по кредиту после закрытия кредитной карты другом банке
1143,выбрала кэшбэк на июнь <anon num> через alfa pay оплачиваю через это приложение кэшбэк не приходит чем причина
1144,объяснить почему при оплате ремонта на сто банк определяет как категория азс при покупке акб автомобилю специалир магазине опять категория азс по
1145,дата выдачи
1146,такси не выбирала оно автоматически стояло
1147,скснировать штрих код надо при каждой покупке
1148,меня интересует сроки которые не являются просрочкой
1149,банкомат запрашивает пин код после ввода писал что ошибка
1150,чтоб там не было графики
1151,альфа
1152,где нажать эту кнопку как активировать за июнь
1153,но после оплаты же смогу пользоваться счётом
1154,адрес почты
1155,завтра будет можно будет вам подойти офис
1156,меня есть действующий кредит вашем банке сейчас открыла график платежей увидела что первые <anon num> платеж по кредиту уходят погашение только процентов почему первые платежи не гасят часть основного долга
1157,меня сейчас есть пропуски или штрафы или повышенный процент по кредитной карте
1158,не могу найти диалог со знаком колокольчика
1159,можно ли установить сумму лимита после которой спрашивают пин код сейчас вижу много операций где пинкод не требуется
1160,поменять пароль
1161,что кредитной картой когда придет
1162,как удалить старый
1163,по фото паспорта карту отдадут
1164,можно ли пользоваться кредитной картой онлайн до ее получения
1165,её сли потрачу <anon num> кредитки сегодня как когда надо вернуть без
1166,сколько вас на ипотеку ставка
1167,какой штраф же закинул
1168,узнать как снизить процентную ставку по кредитной карте плачу каждый месяц без задержек но не могу накопить деньки на карту всё уходит на проценты
1169,почему оплатила кредит банк <anon num> <anon num> <anon num> до сих пор едет процент
1170,отключить автосписание
1171,проверьте оплатила все просрочки но карты вашем банке заблокированы
1172,меня заблокировали пин
1173,можно ли получить моментальную карту
1174,как отключить покупки онлайн
1175,узнать могу ли вносить сумму по кредиту больше положенного тем самым сократить процент сроки
1176,готово
1177,как его создать
1178,изменить пароль
1179,не понятно чтобы получить ставку <anon num> что надо сделать
1180,когда мне её отдадут
1181,через какое время снизят ставку на <anon num>
1182,начисляется ли повышный кэшбэк при оплате кодом
1183,тарифы на инвестиционный счёт
1184,авто поплонение
1185,где находятся эти настройки
1186,как пользоваться кредиткой
1187,что будет если во время не заплатить
1188,хотел попросить компенсацию
1189,какие еще могут быть неоплаченные комиссии
1190,течение какого времени засчитается задание по дополнительному кэшбеку за жку
1191,могу пользоваться кредитной картой до её получения
1192,как узнать сколько карт было
1193,держатель карты
1194,вас вернуть указанную сумму которую сняли за просрочку чтоб мог закрыть
1195,да постараюсь по этой акции
1196,хорошо меня все условия подходят для участия акции
1197,сколько ждать новую карту по замене
1198,почему карта до сих пор блоке
1199,чтобы начать пользоваться кредиткой надо сходить отделение по alpha pay нельзя
1200,код от карты
1201,сегодня её только оформил
1202,забыл пароль не могу снять деньги банкомата
1203,вчера заказала карту должна сегодня получить <anon num> <anon num> обязательно смски плохо слышу не могу говорить по телефону
1204,как изменить пин код не помню его
1205,как мне решить проблему этим ограничением
1206,соотвествии графиком платежей по кредиту хочу задать вопрос не нарушает ли альфа банк законодательство планируя на протяжении трех лет зачислять платежи только счет процентов
1207,связи со снижением цб рф ключевой ставки <anon num> до <anon num> перевести перерасчёт по кредитному договору <anon num> дата выдачи кредита <anon num> апреля <anon num> года текущая процентная ставка <anon num> <anon num>
1208,<anon num> числа была списана сумма <anon num> по графику платежей <anon num>
1209,как то можно сделать заявку чтоб она приехала город отделении сразу получила карту
1210,она поступила уже
1211,установить код на операции по карте
1212,где могу получить карту
1213,как оформить автоплатеж без подтверждения
1214,какие обязательства сейчас на мне
1215,хватает ли денег для списания платежа по займу вы спишете сами или опять сделаете просрочку мне
1216,закрыла кредит другом банке меня должна уменьшится процентная ставка креди́т от <anon num> <anon num> <anon num>
1217,приостановили платежи приложении альфа онлайн ещё не получится снять наличные расскажем как снять ограничения alfa me <anon num>
1218,какая карта меня актуально для акции
1219,как распечатать пунк по истории платеже
1220,ранее меня было приложение alfa pay сейчас оно недоступно для скачивания либо не могу его найти каким приложением могу пользоваться на телефоне для оплаты покупок
1221,кажется забыл свой пароль хотя записал его записанный вариант не подходит
1222,меня есть какие то действующие карты или счета
1223,как сменить пин код приложение
1224,их вставлял банкомат для запроса баланса целью активации пин кода обоих случаях банкомат выдавал ваша карта не читается
1225,пинкод
1226,начисляется ли кэш бек при оплате qr кодом
1227,меня весит займ на <anon num> но документы не подписаны деньги не получены грыфик платежей есть что мне делать
1228,какой меня годовых по кредитной карте
1229,как установить иконку на телефон
1230,не могу настроить akey
1231,иконку на экран смартфона
1232,откуда такая задолжность
1233,когда придут деньги предложения карте
1234,забыла пинкод карты пришла отделение мне отказываются кассе моего же счета выдать деньги без комиссии
1235,моя карта мир ли нет
1236,пин код
1237,заказал карту по ссылке мне сказали <anon num> рублей банк вам даст
1238,вы поднимаете оплату по кредиткам
1239,хочу продать паи арендный поток но не получается
1240,при открытии альфа пэй выходит предложение отключить контроль активности как это сделать
1241,снижение
1242,карты уже заказаны активированы но их так не привезли
1243,какая карта пластиковая
1244,не можем активировать карту детскую ребенка приложении написано нет активных продуктов
1245,просрочила платеж сегодня внесла он не отображается личном кабинете
1246,почему через банкомат альфа не могу снять деньги пишет неправильно пин код через другие банки ввожу тот же самый пин код все нормально все снимается
1247,могу ли получить на карту
1248,активировать
1249,как забрать карту
1250,пин
1251,когда доставят детскую карту
1252,за то что подключила карту мне выплатят <anon num> условия выполнены
1253,как отключить услуга благотворительность
1254,заказывал
1255,на дебетовую карту через которую оплачиваю кредит повесили запрет деньги на кредит не спишутся теперь автоматически
1256,если пришло сообщение том что кредитную карту можно забрать это значит одобрили
1257,можно ли пользоваться до получения
1258,действует онлайн покупках
1259,отключить автопополнение брокерского счета
1260,пожлста будет ли действительна моя кредитная карта
1261,нет новую карту зпкащвла
1262,оформляю ипотеку необходимо снизить кредитную нагрузку
1263,подавала заявку на перевыпуск карты когда она будет готова уже срок
1264,снять ограничения
1265,альфа платежи
1266,как отключить авто списания карты
1267,как установить пин код на карту для снятия крупных сумм банкомате
1268,почему получила карту мне до сих пор пишут получите пластиковую карту потом будет все доступно
1269,зафиксируйте том что меня уведомили
1270,не удается установить код для активации карты приходит смс подтверждение
1271,есть на меня оформленные карты
1272,какие нужны документы чтоб уменьшить кредит на <anon num>
1273,мы готовы вы
1274,могу начать пользоваться картой через приложение уже сегодня
1275,указанный второй номер тоже не отвечает как активировать специальное предложение
1276,как мне узнать на каких магазинах привязан карта
1277,приходится кликать <anon num> раз на одну команду
1278,как сменить пароль при входе банкомат
1279,ночи как можно автоматически платёж закрыть
1280,как подключить автопополнение брокерского для получения приза
1281,где забрать карту
1282,кэшбек pay
1283,какой процент по кредиту если беру <anon num> то по графику выплачу <anon num>
1284,как отключить ежемесечную плату по карте
1285,уже начала работать
1286,можно ли пользоваться кредитной картой до того как привезут пластик
1287,на сколько месяцев уменьшился мой кредит
1288,если меня просрочки по платежам на кридитной карте при этом погашу её полностью смогу ли ей пользоваться дальнейшем не изменится ли лимит по карте
1289,пин код на покупку
1290,карта при мне
1291,оплатила платеж <anon num> июня займ альфа финанс почему он не отмечен графике
1292,да произвела по реквизитам как за услугу как надо было оплатить чтобы он начислился
1293,просьба начислить за реконструкцию по карте
1294,когда снизятся ставки на кредит на разные цели
1295,готов
1296,только подал заявку на кредитную карту мне одобрили встречи сотрудником банка еще не было но карта же должна появится списке
1297,когда изменится процент по ипотеке
1298,офисе ее тоже надо заказать придти забрать
1299,почему написано просроченный платёж если платёж был списан вовремя
1300,надо ли оформить детскую карту если хочешь забрать из офиса
1301,что получить карту надо стоять очереди
1302,когда прменяют график по кредиту
1303,кокое число принисут карту
1304,если не заплатить вовремя за коедитк
1305,как получить пластиковую карту
1306,<anon num> <anon num> уменьшились процентные ставки по кредитам возможно переоформить кредит
1307,создать ссылку на платеж
1308,какой пин код при ходе
1309,не приходит код для активации карты
1310,уточните заказала карту
1311,когда смогу начать пользоваться банком
1312,как установить пинкод на дебетовую карту при оплате ею физически
1313,меня оформлена кредитная карта
1314,сколько процентов меня уже выплачено по ипотеке
1315,по кредитке сколько
1316,как отключить автопополнение брокерского счета
1317,хочу сама забрать если они готовы
1318,меня задвоился платёж по кредиту
