q_id,query_clean
2193,Когда кредитка появится моем личном кабинете?
2194,моих продуктах ничего не отображается
2195,Номер счëта
2196,какой меня бик
2197,Операция по переводу за до числа за ноябрь на сумму рублей
2198,сегодня оформила кредит. Смогу ли разблокировать карту если кредит поступит на заблокированную карту?
2199,Почему меня подключены услуги уведомления по переводу?
2200,Можно удалить виртуальную карту экрана?
2201,Нужен бик инн номер счета
2202,Как проверить какой номер привязан карте
2203,Кеш бек за покупки
2204,Когда мне будут доступны деньги кредитной карты?
2205,Номер карты нужен мне
2206,номер карты
2207,как узнать свой БИК
2208,когда их рабочее время?
2209,Бонусные деньги
2210,Касса работает по графику отделения банка?
2211,пополнил но все равно смс неприходит
2212,Запретить перевод по номеру телефона
2213,Где посмотреть номер счета дебетовой карты для перечисления другого банка по реквизитам?
2214,Как узнать номер расчетного счета
2215,Почему не приходят уведомления трате пополнении денег на детскую карту
2216,не хотелось сидеть минут вводить проверять реквизиты счета
2217,"меня кредитная карта одобрена, она не показывается приложении"
2218,Кэшбек альфа тревел
2219,Да гарантируем оплату
2220,Какой кредит мне одобрен?
2221,Как узнать лицевой счет
2222,Большие нагрузки кредитов
2223,Скан реквизитов
2224,Где увидеть номер счёта карты
2225,Нужны реквезиты
2226,Номер карты кредитной
2227,хочу чтобы доставили стикер
2228,до какой даты действует моя карта?
2229,Как перевести деньги кредитки которые сверхлимита?
2230,кэшбэк ??
2231,"ранее обращалась по поводу того, что меня не отображается карта приложении не могу узнать её реквизиты, чтобы закрыть на ней отрицательный баланс закрыть карту"
2232,куда пропала моя кредитная карта?
2233,Кэшбек сервисы
2234,На свой счёт карты делала кредиткогда он будет или придет он
2235,Мои карты
2236,Какие меня счета Вашем банке?
2237,Как открыть реквизиты если формат файла не понятный
2238,Мне непонятно какой номер счета меня
2239,Почему не вижу свои кредитные карты?
2240,Кэшбэк универсальнлм тарифе
2241,Какие меня кредитные счета?
2242,задержали зарплату
2243,как узнать номер расчетного счета
2244,Подключить кешбек
2245,Меня интересует кэшбек за транспорт
2246,Программа лояльности для физических лиц
2247,Вопрос по сервису кешбек.
2248,Как узнать «счёт получателя» данной дебетовой карты для того чтобы сделать перевод л/ч юридического лица?
2249,полностью реквизиты где БИК корпоративный счёт
2250,"Когда поступят деньги, которые оформлены кредит"
2251,Как проверить оплату по сбп
2252,Проверьте подключены ли меня СБП
2253,Что там по моему бонусу?
2254,Обслуживание офисе
2255,хочу устроится на работу меня просят ввести данные Расчётный счёт где их взять
2256,Можно ли настроить только смс уведомления без пуш
2257,Кешбек потраченный на прокрутку барабана дополнительно
2258,Получить временный пароль
2259,Подтвердить номер телефона
2260,"Было предложение от банка, удалил нечаянно. Где найти?"
2261,Нужны часы работы
2262,На счёте осталось какая-то сумма как её вывести
2263,"Мне нужны реквизиты моего счета, pdf файле, не справкой"
2264,Вопрос начислении кэшбека
2265,почему не доступна услуга перевода по номеру телефона на мою карту
2266,Кредит наличными на любые цели. течении какого времени смогутполучить деньги?
2267,хочу узнать состояние счёта зарплатной карты
2268,Карта реквизит нужна
2269,Нужна история операций за три года по кредитным картам.
2270,Не появляется кредитная карта
2271,проверка на кредиты
2272,Мне нужно найти несколько переводов от меня получателю на сумму как это отфильтровать?
2273,"Получение пр победы, отделении банка"
2274,При закрытии счёта какими способами могу вывести средства?
2275,Можно узнать условия договора?
2276,Как добавить мои телефонные контакты?
2277,Почему мне не приходит оповещение пополнение
2278,"Почему мне пишут что сменил номер телефона, ничего не менял!!!"
2279,Счета карты
2280,Сервисы альфа банк что это
2281,"можно сменить номер телефона,потерял сим карту"
2282,Заказала кредитную карту Могу ли уже сейчас пользоваться деньгами?
2283,"Татьяна, где ссылка смс?"
2284,"Просьба перевести собственные средства со счета деньги рассрочку, закрыть данный счет"
2285,Где посмотреть счет привязанный карте
2286,Как сделать карту что получать пенсию
2287,"Как запланировать встречу банке, если нужного города нет списке?"
2288,Подключите мне чтоб мог заходить альфа лаунжы аэропортах
2289,"Ранее все получалось, сейчас не приходит смс"
2290,"Инн, бик банка"
2291,Вы отключили услугу
2292,Отмените заявку на смену номера
2293,Где это отображается
2294,swift карта
2295,Есть ли Беларуси отделения Альфа банка?
2296,меня карта подключена
2297,"заказал альфа карту кредитную, могу пользоваться деньгами до получения карты?"
2298,Мне нужен номер моего полиса Альфа драйв
2299,Файл реквизитом карты
2300,БИК
2301,Ничего не отображается приложении по детской карте
2302,Записть на прие банк
2303,Поменять смс на пуш
2304,Не пришли деньги по кредиту
2305,"Почему при переводе денег «себе» высвечивается не мой номер, вообще не известный?"
2306,можно продлить дней кредита до дней?
2307,Подписки по кешбеку
2308,как войти а-деньги? Если не приходит смс восстановление пароля
2309,Кешбэк за поездки
2310,"сегодня зашел банк не обнаружил кредитный счет, куда он делся?"
2311,почему он не показывает
2312,Почему меня уведомления балансах переводах мне не приходит
2313,Мои текущие счета
2314,номер расчетного счета
2315,Счета
2316,"не дает узнать реквизиты карты пишет что телефон изменился. Но он меня остался тем же, просто раньше был оформлен на юр лицо, сейчас физическое на меня"
2317,закрыть стикер детские карты
2318,Узнать бик корреспондентский счет
2319,кэшбэк за май месяц
2320,оформил вас только что кредитку
2321,почему отображается карта
2322,Где их можно посмотреть?
2323,Кэшбэк за операцию
2324,Для бухгалтерии моего работадатеоя нужны будут данные Альфа банка
2325,Какие меня есть счета карты?
2326,Срок действия одобрения по кредиту
2327,"Нет, это счет другого человека, привязан моему номеру телефона"
2328,"открыл кредитную карту, буду заберать ее понедельник, но где счет?"
2329,Г. Черкесск это Россия. По какому адресу там офис?
2330,"как настроить детский стикер, для переводов по номеру телефона"
2331,Оформляли кредит не приходит смс
2332,Мой новый номер будет действовать на сбп?
2333,Бик банка
2334,Отключить переводы на карту по сбп
2335,"Как посмотреть счет на который, погасить долг"
2336,где смотреть
2337,меня не отображаются данные по кредиткам
2338,Справки реквизиты
2339,Где он отображается
2340,Сколько меня счетов
2341,Не вижу денег на карте
2342,Необходимо получить справку реквизитов печатью банка
2343,Кэшбэк на продукты
2344,Почему нет доступного лимита?
2345,меня подключено
2346,Мои карты
2347,Не вижу свой расчетный счет
2348,Смс придёт или пуш?
2349,Срок кредита
2350,Смс не могли прислать?
2351,Не приходит код для оформления кредита как пуш-уведомление.
2352,Нет этого на экране
2353,заказала кредитную карту. Когда появится счёт этой карты?
2354,Зачем ехать офис?
2355,счёт карты хочу получить виде документа
2356,предоставить отсрочку для полного погашения кредитной карты. Ожидаю поступления средств на след неделе
2357,"Записать меня офис альфабанка, что получить справку"
2358,забыл пароль от входа хочу поменял пароль что делать
2359,Нужно найти телефона который привязан Ваш банк
2360,Где посмотреть бик банка
2361,Как поменять номер спб
2362,Доброго утра перевод сбп не могу найти приложении. Поможете?
2363,"Как сменить пароль, если забыла текущий?"
2364,Это полные реквизиты? Их достаточно для получения заработной платы?
2365,Кэшбэк по кредитке
2366,Смс на номер телефона
2367,Что делать если не получается войти личный кабинет. Пишет не корректный номер телефона
2368,Какой мой счёт
2369,Есть возможность сделать международгую карту которая будет работать за границей? Например Альфа Казахстан или еще что то?...
2370,Не согласна кешбеком
2371,"при устройстве на работу просят выписку реквизитами, это мне какую нужно не Справка наличии счета это то?"
2372,Почемукешбек не перечисляется на текущий счёт?
2373,не отображается перевод на рублей
2374,Мой расчетный счёт
2375,Оплатила сейчас заказ не вижу истории оплаты
2376,Как подключить альфу карту
2377,"Зачем вы оформляете новую? меня тому номеру карты привязано много выплат, которые нет возможности поменять"
2378,Уточнить операции по карте
2379,Какой меня лимит кредитки
2380,Не отображается кредитные карты
2381,Новая карта не отображается
2382,Почему кредитные средства не доступны?
2383,"Не знаю, он не отображается приложении"
2384,Так он меня открыт просто хочу его посмоиреть. Где он
2385,истории операции уже нет.
2386,"На всех картах какое количество карт меня есть, можно предоставить информацию полную"
2387,Счета по кредиту
2388,"Не отображается платёж, деньги списали"
2389,"он отобразится вкладе, где написано августа начислим столько то»"
2390,Как найти расчетный счёт
2391,Не отображается операция
2392,Посещение банка
2393,"Как сделать ,чтобы быстро переводить контактам ,которым часто перевожу деньги?"
2394,Посмотреть все мои счета
2395,как узнать свой лицевой счёт
2396,"перечислила Перекиньте, на карту, куда надо было перевести эту сумму"
2397,Можно ли сделать так что номер был другого человека данные мои?
2398,"Да где найти-то их?? Понятно, что приложении, где конкретно??"
2399,Мне нужен расчётный счет на почту
2400,Узнать расчетный счёт
2401,Нет истории по кредитке.
2402,Сколько ждать ответ по вопросу рефинансировании
2403,Зачисление средств
2404,Где найти расчетный счёт
2405,Посещение
2406,"можете проверить, могу ли уже оформить кредитную карту или все еще нет?"
2407,Как узнать номер счета
2408,история приведенных друзей
2409,Последние операции
2410,Мне интересно когда вернётся остаток на счёт
2411,Куда его перевели
2412,"Мне одобрили кредит, как мне записаться отделение на завершение?"
2413,как узнать номер счета карты?
2414,Доступ кредитной карте
2415,Как узнать БИК Расчетный счёт
2416,была банке г. Хабаровск Муравьева амурского могла забыть терминал как как ними связаться
2417,"Кешбек за перелёты январь, февраль апрель"
2418,"Как можно повторить платёж из истории, чтобы не заполнять все реквизиты?"
2419,Не видно карту приложении
2420,Уведомлкния
2421,Расчётный счёт карты
2422,где найти расчетный счет
2423,не про это при переводах или оплатой картой снимается кредитной карты поменяйте на дебетовую
2424,Если номер утерян?
2425,оформил карту кредитную не вижу ее своих счетах почему
2426,Срок действия какой
2427,Дополнительный кэшбек
2428,Оповещение любом списании
2429,Узнать до какого года карта
2430,Какой меня счёт получателя?
2431,"Какой БИК банка счёт, куда мне должны перевести деньги за товар?"
2432,Не приходит sms об операциях Они для меня бесплатные?
2433,Где посмотреть мои данные
2434,оформляла кредит наличными под залог недвижимости сегодня третий рабочий день
2435,Камисия за банковские услуги?
2436,меня высвечивается кредитная карта
2437,Почему не работает раздел пуш уведомление
2438,Как вернуть деньги на а-деньги?
2439,хотел получить
2440,Какие меня счета
2441,истории платежи по данному контрагенту
2442,не приходят деньги кредитный
2443,Лицевой счёт карты
2444,Получение реквизитов
2445,Где его установить
2446,Где найти сбп платеж
2447,За месяц
2448,Вопрос по кэш
2449,Есть для меня приветегии по такси
2450,Когда отразится истории? Ответьте по существу
2451,Где посмотреть приложении. Оформленный кредит?
2452,Операции за март года
2453,почему реквизитов карты нет кредитной ей пользоваться не могу оплатить что то
2454,"за обратную связь,мне будет удобно запланировать визит банк"
2455,ВК отключила. смс всё равно не приходят
2456,Вопрос по кэшбэк
2457,"Лермонтовский просп., корп. Москва"
2458,Личные данные
2459,отерыл кредитную карту онв не отобрадается?
2460,Где узнать свой расчётный счет?
2461,Отключить переводы через сбп
2462,"мне сейчас был одобрен кредит подписал его по смс, но не вижу его приложении"
2463,Хочу код подтверждения получать пуш уведомлениях
2464,Почему нет кредных денег на карте
2465,Почему недоступны кредитные средства
2466,Срок действия моей карты вышел
2467,",не могу увидеть входящий перевод"
2468,Операция не появляется истории
2469,Как узнать номер карточного счета
2470,По этой операции кэшбэк
2471,.Мне перевели сейчас деньги .Их же уже списали на кредит?
2472,"почему не вижу истории операций последнюю операцию по списанию денежных средств на сумму рубля, при этом эта сумма списана моего счета?"
2473,какому номеру привязана карта
2474,утром погасил долг системе отображается погашение?
2475,узнать рассчетный счет
2476,Мои данные
2477,Где найти мои счета?????
2478,Оставить отзыв за комендантский отделение Санкт-Петербург
2479,Человек по моей ссылке открыл карту стик когда мне прийдет бонус
2480,Енп Не могу зайти кабинет
2481,Где посмотреть историю моих кредитов
2482,номер точно перенесется?
2483,Можете мне предоставить расчётный счёт?
2484,По оерации
2485,Где перевод по сбп? Не могу найти вкладку
2486,Состояние кредита
2487,меня нет договора
2488,не могу найти свои реквизиты разделе
2489,Если меня кэшбэк на такси %?
2490,Подключена
2491,как узнать БИК Расчётный счёт
2492,Как посмотреть кто больше перевел денег
2493,номер счета iban
2494,Номер кредитной карты
2495,Куда приходят пуш сообщения?
2496,номер бик банка
2497,За прошедший месяц.
2498,Нужны полные реквизиты
2499,Текущая заявка кредитной карты
2500,Иконка на экран
2501,Почему истории не отображается переводы?
2502,почему не уменьшается кредит?
2503,Поступили не все деньги на счет
2504,Московская область город балашиха ул шоссе Энтузиастов
2505,Почему нет истории покупок одной покупки
2506,проверить поступление денежных средств счёт погашения долга по кредитной карте.
2507,меня опять не отображается карточка
2508,какой БИК банка
2509,мои платежи перевод
2510,сегодня Вайлдберриз кошелька перевел карту банка. истории не вижу этого перевода.
2511,Есть ли там деньги
2512,Где прочитать полные условия?
2513,"была одобрена кредитная карта на тысяч рублей, почему начислили только"
2514,Начислить кэш бэк
2515,Push
2516,Акция на кэшбэк
2517,Жду ответа по начислению кэшбека
2518,Хорошо
2519,Оплатила гос пошлину руб истории не видно.
2520,"хотел заказать стикер, мне пишет что выберите другой населенный пункт хотя карты доставляют отделение есть"
2521,меня блокировали приложение так как потерял телефон. его нашел но через приложение зайти не могу только через браузер. Как восстановить приложение
2522,Подключение услуги
2523,Написано вы заработали как их забрать
2524,Кэшбэк на общественный транспорт
2525,"Не могу найти историю оплаты сейфа историях операций, помогите,"
2526,где взять БИК?
2527,Не показывает мобильном банке наличие кредитной карты
2528,Какие меня продукты банка
2529,Какую сумму переплатил за кредит?
2530,Рисбэк
2531,отключились ли уведомления
2532,Должен упасть на счёт заем течении мин это время вышло аденьги
2533,"последний перевод заморозили, переведите это на кредитку что вся сумма платежа была"
2534,История списаний за
2535,Не работает личный кабинет свой альфа
2536,"Хотел уточнить, как так вышло, что при лимите кредитки на нее зачислилось сверх лимита долг еще"
2537,Историю за месяц
2538,"Погасила задолженность, но не показывает приложении"
2539,Не вижу истории списание
2540,какие счета или карты меня остались?
2541,"Есть ли меня подключенные платные услуги? Если да, то отключите"
2542,Записаться офис на установку приложения
2543,"меня арестовали денежные средства, но они так не ушли на погашение долга"
2544,Кэшбек на транспорт
2545,Запись
2546,Как сменить пароль который указывал при регистрации
2547,Нет операции по оплате!
2548,"открыла счет, где можно посмотреть?"
2549,Почему платеж не отражается списаниях?
2550,почему альфа банк не высвечивается ращделе переводов?
2551,то есть если там поем на то мне вернется кэшбэком?
2552,Кэш обещан
2553,Как удалить оплату по спб
2554,Почему истории не отражается оплата по квитанции ЖКУ?
2555,понял просто на передок числа буду оплачивать кредит комиссию штраф
2556,Получение
2557,Какой меня расчетный счет
2558,Оператор жду денег по одобрено варианту более часов
2559,Но мне там не приходили уведомления ха операции
2560,"Как узнать расчётный счет из цифр, также бик банка"
2561,"То есть остается только ждать, предложение приведется действие?"
2562,Кэшбэк на транспорт
2563,Это оплата должна быть кешбеком
2564,Не вижу полной суммы кредитной карты
2565,счету рассрочки лишние положила как их вывести можно
2566,Обращаюсь ещё раз вопросом начисления кэшбэка.
2567,",подавал на рефеевесирование есть ли ответ"
2568,Посмотреть какие счета имеются
2569,Не отображается истории переводы
2570,могу ли узнать сколько меня карт?
2571,нужен расчётный счёт
2572,"Переоформлял номер телефона, теперь при нажатии на карте написано обратиться чат или банк."
2573,Где можно найти номер счета карты
2574,Узнать расчетный счет бик платежного стикера
2575,Нужны детали по последней операции
2576,Подключить услугу
2577,Дайте адрес офиса
2578,Есть ли терминалы Альфа банка городе Ершов Саратовская область?
2579,"Почему осталось ввплатить больше, чем сумма кредита???"
2580,желательно через отделение банка
2581,как узнать номер счета
2582,Как посмотреть счёт привязан ный карте
2583,"Не могу записаться отделение городе Волжском, нет списке города"
2584,"Пишу вам повторно, как вы говорили по поводу кэшбэка за покупку на сумму за июля"
2585,заполнял заявку на кредитную карту она одобрена можно получить офисе
2586,хотел поподробнее узнать по поводу данного кэшбека
2587,"Проверьте информацию, Этот лицевой счёт другого клиента!"
2588,какому номеру привязана карта?
2589,Где деньги на кредитке
2590,Почему не отображается кредитная карта
2591,Как узнать БИК?
2592,Почему она не отображается приложенми
2593,Перевела смс нет
2594,Вопрос начислении кэшбэка
2595,"Как записаться офис, чтобы подать заявку на кредит наличными сроком на лет"
2596,Нужен БИК банка
2597,Где мои деньги на кредитной карте
2598,возможно ли зачисление кредита без посещения банка?
2599,"Оформил новый кредит, деньги зачислились на счет старого кредита остаток висит на кредитном счете. Как им воспользоваться?"
2600,ну что там бонусом?
2601,Какие номера телефона привязаны моему счету?
2602,где посмотреть остаток кредита?
2603,технический вопрос. Последнюю неделю не погружается Аналитика.
2604,Отменить заявку об изменении номера
2605,"хотел взять кредит через приложение, если нажму кнопку получить мне деньги сразу придут получу кредит, или нужно будет дождаться еще одобрения?"
2606,Деньги списались но истории не вижу операцию
2607,Не отображается кредитный лимит по карте
2608,Можно оставить только пуш уведомления
2609,Как долго делается кредитная карта?
2610,Кешбек за продукты
2611,Мой кешбек
2612,Мне вчера сказали что если сумма кэша больше то можно вывести Но меня не получается
2613,Где там номер р/с
2614,Почему не приходят уведомления от самого приложения? только на симку карту?
2615,"хочу сменить пароль, но не помню текущий, что делать?"
2616,Мне нужны реквизиты чтобы мне на карту приходила зп
2617,Где могу посмотреть ранее одобренные заявки на получение кредита? Не могу найти
2618,Можно сделать выписку реквизитами моей банковской карты?
2619,Вопрос по кэшбэку по пяти операциям по июне.
2620,Не показывает реквизиты карты
2621,Как отменить заявку на замену номера
2622,Когда будут работать пуш уведомления?
2623,История баланса
2624,На какой номер будет отправлено смс?
2625,Узнать расчетный счет
2626,"закрываю счет альфа, хочу вывести свои средства."
2627,Счёт моей карты
2628,Скиньте мой расчетный счет
2629,Как отследить перечисление займа
2630,Почему платежах по шаблону не отражается история платежей?
2631,Могу ли прислать номер дела?
2632,Номер счета кредитной карты дайте
2633,Нет доступа старому номеру на который был переведён платеж
2634,Как можно подключить
2635,Куда исчезла из кредитной карты
2636,Как восстановить функцию перевода себе сторонний банк?
2637,Перевод не отображается операции
2638,Как посмотреть движения по счету года
2639,"приходят от вас такого рода сообщения, откуда этот номер взялся приложении"
2640,Почему на кредитной карте нет денег?
2641,"можно ли отследить перевод, который мне отправили по реквизитам?"
2642,как узнать БИК счета
2643,На другой номер
2644,оформлял т. на карте
2645,"вчера на свою дебетовую карту скинула Почему-то не вижу,чтобы эта карта отражалась моих продуктах."
2646,"супруг заказал общую карту, привязал моему номеру но меня она не отразилась, что сделать?"
2647,Не увеличился баланс
2648,где могу найти номер банковского счета
2649,Кеш по определенной операции
2650,Что такое кэшбэк на СИН
2651,Wink за что начисляется кэшбэк
2652,Подавала заявку на выпуск кредитной карты. Привезли дебетовую
2653,где взять БИК банка
2654,Где могу посмотреть счет своей карты?
2655,"На этот месяц за кеш бек, за все покупки"
2656,БИК банка наименование банка
2657,ИНН/КПП банка
2658,могу перенести номер на альфа мобайл? Где как?
2659,Не загружается страница кэшбэком.
2660,Отключить сбп
2661,"Если первый месяц бесплатно полностью, то давайте подключим"
2662,Где плсиотреть бик банка
2663,Так реквизиты где? Номер карты это не реквизиты
2664,Не согласен кешбеком
2665,"Почему отображается только кредитный счёт, не сама карта?"
2666,Пропал истории платеж
2667,Кэш за проезд
2668,Заказывала его неделю назад
2669,"Пополнил сумму, что оповещение весит ещё?"
2670,Узнать номер счета
2671,При просмотре реквизитов
2672,возможно ли во вкладке балансы добавить желаемые номера телефонов как это сделать?
2673,Почему на кредитке нет денег
2674,Где находится номер счете получателя?
2675,"можно ли как то узнать какого номера был перевод, по моему номеру?"
2676,реквизиты для зп
2677,Не вижу истории операций
2678,Посмотреть сколько там денег
2679,Как обноаить
2680,"Произвела оплату, но не вижу ее истории"
2681,Куда делся последний перевод
2682,Можно ли расплачиватьсч пластиковой картой магазинах?
2683,По инн нахожу компанию не находиться данный лицевой счет
2684,после зачисления что будет?
2685,меня на счету «в расрочку» осталась рублей. Расрочка закрыта. меня не получается их перевести обратно на свой текущий счёт.
2686,Хотел получить кредитную карту что там кредитной картой
2687,Как узнать кому пришёл перевод
2688,Узнать свой счет получателя
2689,"где посмотреть до какого числа, месяца года годна карта?"
2690,Детальная информация по счету
2691,спросил про поступление денежных средств. Откуда кто их мне перевёл?
2692,Начисление кэшбэк
2693,Операция пропала истории покупок
2694,"меня почему то деньги на счете хочу, чтобы они были на определенной карте как это сделать"
2695,Как подключить еще один номер телефона моей карте
2696,Кэшбэк от июня
2697,История вознаграждения
2698,Историю операций по кэшбеку
2699,Изменение номера
2700,Как узнать свой бик
2701,Почему списание не видно истории?
2702,Нужен бик банка
2703,"Произвел оплаты картой, истории нет этих операций"
2704,Почему не вижу среди своих продуктов?
2705,"сотрудник может ответить на вопрос, ЕСЛИ поменяю мобильный номер, что от меня потребуется? Только редактирование профиля онлайн или визит банк?"
2706,Можно ли продлить срок кредита пересчитать его?
2707,Изменить номер телефона для переводов по СПб
2708,Почему истории не отображается перевод по реквизитам?
2709,Номер подтвержден
2710,кэшбэк июле на всё
2711,До какого числа действие моей дебетовой карты?
2712,Оповещения через пуш
2713,Как называется раздел мобильного приложения реквизитами
2714,Какие нужны данные?
2715,Кэшбек на авиа билеты
2716,Уведомления так не прихолят
2717,"сейчас пытаюсь просмотреть все данные одобренного кредита, но нигде не отражена ставка. Хотя мне её озвучивали:"
2718,Почему не отражается истории операции перевод на
2719,Сегодня адрес Новосёлов подъезд
2720,Адрес АО Альфа банка для заполнения зарплатной ведомости
2721,Вы пишите что сначала за год потом бесплатное обслуживание это за месяц обслуживания стикера или за год
2722,Магнит косметик
2723,"!почему я, не получаю уводемление за переводы"
2724,Как мне узнать кто пополнил мой счет?
2725,Не доступны деньги на кредитной карте
2726,Сегодня оформила заявку на получение денежного кредита. Ответ пришел положительный. Но деньги до сих пор не перечислили. Почему?
2727,Почему не видно за покупки историях за июль?
2728,"Пишет настройках что без уведомлений, но списание было"
2729,есть вопросс про кэшбек
2730,Можно ли снять наличные по стикеру???
2731,где посмотреть расчетный счет?
2732,Как узнать откуда пришли деньги
2733,.погасить свой долг обязуюсь
2734,если оформлю мобильный заказ оплачу его картой альфа банк то кешбек придет?
2735,"Недавно,который был"
2736,течение какого времени можно оформить кредит банке момента его одобрения?
2737,chargeback
2738,Где посмотреть расчётный счёт?
2739,"Брал заём на руб, написано течении тау не пришёл"
2740,"Ранее оператор спрашивал смогу ли оплатить ответила что постараюсь,но сообщаю что не получится,смогу только"
2741,"меня списались деньги, но истории платежей нет операции"
2742,кэшбэк за транспорт
2743,Что за общий долг меня появился на кредитной карте?
2744,Почему не отбражается
2745,Одобрили мне кредитную карту?
2746,Где он приложении?
2747,Где посмотреть счёт карты
2748,Как узнать номер счета сбп
2749,Почему не кредитной карте не отображается лимит? могу ей пользоваться?
2750,Как привязать телефонную книжку контакты для перевода по номеру телефона. Сейчас предлагает вводить номер для перевода
2751,Где посмотреть номер счета карты?
2752,Поменять номер телефона связи потерей сим-карты Самостоятельно не могу поменять выдает ошибку
2753,вы можете выдать справку реквизитах печатью банка?
2754,"Там было указано, что кэшбэк суммируется."
2755,можно оператора по кэшбекам?
2756,Кешбек на июль
2757,Не высвечивает операция покупке пятерочка
2758,Где узнать номер транзакций
2759,Отправить мои реквизиты для получения зарплаты
2760,Где взять расчетный счёт
2761,Как узнать какой счёт кркдитки
2762,Условия по кешбеку
2763,Почему эти транзакции не отражаются истории?
2764,Мне необходимо посмотреть список операций за как это можно сделать?
