q_id,query_clean
2256,можно ли настроить только смс уведомления без пуш
2257,кешбек потраченный на прокрутку барабана дополнительно
2258,получить временный пароль
2259,подтвердить номер телефона
2260,было предложение от банка удалил нечаянно где найти
2261,нужны часы работы
2262,на счёте осталось какая то сумма как её вывести
2263,мне нужны реквизиты моего счета в pdf файле не справкой
2264,вопрос о начислении кэшбека
2265,почему не доступна услуга перевода по номеру телефона на мою карту
2266,кредит наличными на любые цели в течении какого времени я смогутполучить деньги
2267,хочу узнать состояние счёта зарплатной карты
2268,карта реквизит нужна
2269,нужна история операций за три года по кредитным картам
2270,не появляется кредитная карта
2271,проверка на кредиты
2272,мне нужно найти несколько переводов от меня получателю на сумму <anon num> как это отфильтровать
2273,получение пр победы <anon num> в отделении банка
2274,при закрытии счёта какими способами я могу вывести средства
2275,можно узнать условия договора
2276,как добавить мои телефонные контакты
2277,почему мне не приходит оповещение о пополнение
2278,почему мне пишут что я сменил номер телефона я ничего не менял
2279,счета и карты
2280,сервисы альфа банк что это
2281,можно сменить номер телефона потерял сим карту
2282,заказала кредитную карту могу ли уже сейчас пользоваться деньгами
2283,татьяна а где ссылка в смс
2284,просьба перевести собственные средства со счета деньги в рассрочку и закрыть данный счет
2285,где посмотреть счет привязанный к карте
2286,как сделать карту что получать пенсию
2287,как запланировать встречу в банке если нужного города нет в списке
2288,подключите мне чтоб я мог заходить в альфа лаунжы в аэропортах
2289,ранее все получалось сейчас не приходит смс
2290,инн бик банка
2291,вы отключили услугу
2292,отмените заявку на смену номера
2293,где это отображается
2294,swift карта
2295,есть ли в беларуси отделения альфа банка
2296,у меня карта подключена
2297,заказал альфа карту кредитную я могу пользоваться деньгами до получения карты
2298,мне нужен номер моего полиса альфа драйв
2299,файл с реквизитом карты
2300,бик
2301,ничего не отображается в приложении по детской карте
2302,записть на прие м в банк
2303,поменять смс на пуш
2304,не пришли деньги по кредиту
2305,почему при переводе денег себе высвечивается не мой номер а вообще не известный
2306,а можно продлить с <anon num> дней кредита до <anon num> дней
2307,подписки по кешбеку
2308,как войти в а деньги если не приходит смс с восстановление пароля
2309,кешбэк за поездки
2310,сегодня зашел в банк и не обнаружил кредитный счет куда он делся
2311,почему он не показывает
2312,почему у меня уведомления о балансах о переводах мне не приходит
2313,мои текущие счета
2314,номер расчетного счета
2315,счета
2316,не дает узнать реквизиты карты пишет что телефон изменился но он у меня остался тем же просто раньше был оформлен на юр лицо а сейчас физическое на меня
2317,закрыть стикер и детские карты
2318,узнать бик и корреспондентский счет
2319,о кэшбэк за май месяц
2320,я оформил у вас только что кредитку
2321,почему отображается карта
2322,где их можно посмотреть
2323,кэшбэк за операцию
2324,для бухгалтерии моего работадатеоя нужны будут данные альфа банка
2325,какие у меня есть счета и карты
2326,срок действия одобрения по кредиту
2327,нет это счет другого человека привязан к моему номеру телефона
2328,открыл кредитную карту буду заберать ее в понедельник но где счет
2329,г черкесск это россия по какому адресу там офис
2330,как настроить детский стикер для переводов по номеру телефона
2331,оформляли кредит не приходит смс
2332,мой новый номер будет действовать на сбп
2333,бик банка
2334,отключить переводы на карту по сбп
2335,как посмотреть счет на который погасить долг
2336,где смотреть
2337,у меня не отображаются данные по кредиткам
2338,справки и реквизиты
2339,где он отображается
2340,сколько у меня счетов
2341,не вижу денег на карте
2342,необходимо получить справку реквизитов с печатью банка
2343,кэшбэк <anon num> на продукты
2344,почему нет доступного лимита
2345,у меня подключено
2346,мои карты
2347,не вижу свой расчетный счет
2348,смс придёт или пуш
2349,срок кредита
2350,смс не могли прислать
2351,не приходит код для оформления кредита как пуш уведомление
2352,нет этого на экране
2353,я заказала кредитную карту когда появится счёт этой карты
2354,зачем ехать в офис
2355,счёт карты хочу получить в виде документа
2356,предоставить отсрочку для полного погашения кредитной карты ожидаю поступления средств на след неделе
2357,записать меня в офис альфабанка что получить справку
2358,я забыл пароль от входа хочу поменял пароль что делать
2359,нужно найти телефона который привязан ваш банк
2360,где посмотреть бик банка
2361,как поменять номер в спб
2362,доброго утра перевод сбп не могу найти в приложении поможете
2363,как сменить пароль если забыла текущий
2364,это полные реквизиты их достаточно для получения заработной платы
2365,кэшбэк по кредитке
2366,смс на номер телефона
2367,что делать если не получается войти в личный кабинет пишет не корректный номер телефона
2368,какой мой счёт
2369,есть возможность сделать международгую карту которая будет работать за границей например альфа казахстан или еще что то
2370,не согласна с кешбеком
2371,при устройстве на работу просят выписку с реквизитами это мне какую нужно не справка о наличии счета это то
2372,почемукешбек не перечисляется на текущий счёт
2373,не отображается перевод на <anon num> рублей
2374,мой расчетный счёт
2375,оплатила сейчас заказ не вижу в истории оплаты
2376,как подключить альфу карту
2377,зачем вы оформляете новую у меня к тому номеру карты привязано много выплат которые нет возможности поменять
2378,уточнить операции по карте
2379,какой у меня лимит у кредитки
2380,не отображается кредитные карты
2381,новая карта не отображается
2382,почему кредитные средства не доступны
2383,не знаю он не отображается в приложении
2384,так он у меня открыт я просто хочу его посмоиреть где он
2385,в истории операции уже нет
2386,на всех картах и какое количество карт у меня есть можно предоставить информацию полную
2387,счета по кредиту
2388,не отображается платёж деньги списали
2389,а он отобразится в вкладе где написано <anon num> августа начислим столько то
2390,как найти расчетный счёт
2391,не отображается операция
2392,посещение банка
2393,как сделать чтобы быстро переводить контактам которым я часто перевожу деньги
2394,посмотреть все мои счета
2395,как узнать свой лицевой счёт
2396,я перечислила <anon num> перекиньте на карту куда надо было перевести эту сумму
2397,можно ли сделать так что номер был другого человека а данные мои
2398,да где найти то их понятно что в приложении где конкретно
2399,мне нужен расчётный счет на почту
2400,узнать расчетный счёт
2401,нет истории по кредитке
2402,сколько ждать ответ по вопросу о рефинансировании
2403,зачисление средств
2404,где найти расчетный счёт
2405,посещение
2406,можете проверить могу ли я уже оформить кредитную карту или все еще нет
2407,как узнать номер счета
2408,история приведенных друзей
2409,последние операции
2410,мне интересно когда вернётся остаток на счёт
2411,куда его перевели
2412,мне одобрили кредит как мне записаться в отделение на завершение
2413,как узнать номер счета карты
2414,доступ к кредитной карте
2415,как узнать бик и расчетный счёт
2416,была в банке г хабаровск муравьева амурского могла забыть терминал как как с ними связаться
2417,кешбек за перелёты январь февраль и апрель
2418,как можно повторить платёж из истории чтобы не заполнять все реквизиты
2419,не видно карту в приложении
2420,уведомлкния
2421,расчётный счёт карты
2422,где найти расчетный счет
2423,я не про это при переводах или оплатой картой снимается с кредитной карты поменяйте на дебетовую
2424,если номер утерян
2425,я оформил карту кредитную и не вижу ее в своих счетах почему
2426,срок действия какой
2427,дополнительный кэшбек
2428,оповещение о любом списании
2429,узнать до какого года карта
2430,какой у меня счёт получателя
2431,какой бик банка и счёт куда мне должны перевести деньги за товар
2432,не приходит sms об операциях они для меня бесплатные
2433,где посмотреть мои данные
2434,я оформляла кредит наличными под залог недвижимости сегодня третий рабочий день
2435,камисия за банковские услуги
2436,у меня высвечивается кредитная карта
2437,почему не работает раздел пуш уведомление
2438,как вернуть деньги на а деньги
2439,я хотел получить
2440,какие у меня счета
2441,в истории платежи по данному контрагенту
2442,не приходят деньги кредитный
2443,лицевой счёт карты
2444,получение реквизитов
2445,где его установить
2446,где найти сбп платеж
2447,за месяц
2448,вопрос по кэш
2449,есть для меня приветегии по такси
2450,когда отразится в истории ответьте по существу
2451,где посмотреть в приложении оформленный кредит
2452,операции за март <anon num> года
2453,а почему реквизитов карты нет кредитной я ей пользоваться не могу оплатить что то
2454,за обратную связь мне будет удобно запланировать визит в банк
2455,в вк отключила а смс всё равно не приходят
2456,вопрос по кэшбэк
2457,лермонтовский просп <anon num> корп <anon num> москва
2458,личные данные
2459,я отерыл кредитную карту а онв не отобрадается
2460,где узнать свой расчётный счет
2461,отключить переводы через сбп
2462,мне сейчас был одобрен кредит я подписал его по смс но не вижу его в приложении
2463,хочу код подтверждения получать в пуш уведомлениях
2464,почему нет кредных денег на карте
2465,почему недоступны кредитные средства
2466,срок действия моей карты вышел
2467,не могу увидеть входящий перевод <anon num>
2468,операция не появляется в истории
2469,как узнать номер карточного счета
2470,по этой операции кэшбэк <anon num>
2471,мне перевели сейчас деньги <anon num> их же уже списали на кредит
2472,почему я не вижу в истории операций последнюю операцию по списанию денежных средств на сумму <anon num> <anon num> рубля при этом эта сумма списана с моего счета
2473,к какому номеру привязана карта
2474,утром погасил долг в системе отображается погашение
2475,узнать рассчетный счет
2476,мои данные
2477,где найти мои счета
2478,оставить отзыв за комендантский <anon num> отделение санкт петербург
2479,человек по моей ссылке открыл карту стик когда мне прийдет бонус
2480,енп не могу зайти в кабинет
2481,где посмотреть историю моих кредитов
2482,номер точно перенесется
2483,можете мне предоставить расчётный счёт
2484,по оерации
2485,где перевод по сбп не могу найти вкладку
2486,состояние кредита
2487,у меня нет договора
2488,я не могу найти свои реквизиты в разделе
2489,если у меня кэшбэк на такси <anon num>
2490,подключена
2491,как узнать бик и расчётный счёт
2492,как посмотреть кто больше перевел денег
2493,номер счета iban
2494,номер кредитной карты
2495,куда приходят пуш сообщения
2496,номер бик банка
2497,за прошедший месяц
2498,нужны полные реквизиты
2499,текущая заявка кредитной карты
2500,иконка на экран
2501,почему в истории не отображается переводы
2502,почему не уменьшается кредит
2503,поступили не все деньги на счет
2504,московская область город балашиха ул шоссе энтузиастов <anon num> <anon num>
2505,почему нет в истории покупок одной покупки
2506,проверить поступление денежных средств в счёт погашения долга по кредитной карте
2507,у меня опять не отображается карточка
2508,какой бик банка
2509,мои платежи и перевод
2510,я сегодня с вайлдберриз кошелька перевел <anon num> карту банка в истории не вижу этого перевода
2511,есть ли там деньги
2512,где прочитать полные условия
2513,была одобрена кредитная карта на <anon num> тысяч рублей почему начислили только <anon num>
2514,начислить кэш бэк
2515,push
2516,акция на кэшбэк
2517,жду ответа по начислению кэшбека
2518,хорошо
2519,оплатила гос пошлину <anon num> руб в истории не видно
2520,хотел заказать стикер а мне пишет что выберите другой населенный пункт хотя карты доставляют и отделение есть
2521,у меня блокировали приложение так как я потерял телефон я его нашел но через приложение зайти не могу только через браузер как восстановить приложение
2522,подключение услуги
2523,написано вы заработали как их забрать
2524,кэшбэк на общественный транспорт
2525,не могу найти в историю оплаты сейфа в историях операций помогите
2526,где взять бик
2527,не показывает в мобильном банке наличие кредитной карты
2528,какие у меня продукты банка
2529,какую сумму я переплатил за кредит
2530,рисбэк
2531,отключились ли уведомления
2532,должен упасть на счёт заем <anon num> в течении <anon num> мин это время вышло аденьги
2533,последний перевод заморозили переведите это на кредитку что вся сумма платежа была
2534,история списаний за <anon num>
2535,не работает личный кабинет в свой альфа
2536,хотел уточнить как так вышло что при лимите кредитки в <anon num> на нее зачислилось сверх лимита и долг еще <anon num>
2537,историю за месяц
2538,погасила задолженность но не показывает в приложении
2539,не вижу в истории списание
2540,какие счета или карты у меня остались
2541,есть ли у меня подключенные платные услуги если да то отключите
2542,записаться в офис на установку приложения
2543,у меня арестовали денежные средства но они так и не ушли на погашение долга
2544,кэшбек на транспорт
2545,запись
2546,как сменить пароль который указывал при регистрации
2547,нет операции по оплате
2548,я открыла счет где можно посмотреть
2549,почему платеж не отражается в списаниях
2550,почему альфа банк не высвечивается в ращделе переводов
2551,то есть если я там поем на <anon num> то мне вернется <anon num> кэшбэком
2552,кэш <anon num> обещан
2553,как удалить оплату по спб
2554,почему в истории не отражается оплата по квитанции жку
2555,я понял просто я на передок и в <anon num> числа буду оплачивать кредит и комиссию и штраф
2556,получение
2557,какой у меня расчетный счет
2558,оператор жду денег по одобрено у варианту более <anon num> часов
2559,но мне и там не приходили уведомления ха операции
2560,как узнать расчётный счет из <anon num> цифр а также бик банка
2561,то есть остается только ждать предложение приведется в действие
2562,кэшбэк на транспорт
2563,это оплата должна быть с кешбеком
2564,не вижу полной суммы кредитной карты
2565,<anon num> счету рассрочки <anon num> лишние положила как их вывести можно
2566,обращаюсь ещё раз с вопросом начисления кэшбэка
2567,подавал на рефеевесирование есть ли ответ
2568,посмотреть какие счета имеются
2569,не отображается в истории переводы
2570,могу ли я узнать сколько у меня карт
2571,нужен расчётный счёт
2572,переоформлял номер телефона теперь при нажатии на карте написано обратиться в чат или в банк
2573,где можно найти номер счета карты
2574,узнать расчетный счет и бик платежного стикера
2575,нужны детали по последней операции
2576,подключить услугу
2577,дайте адрес офиса
2578,есть ли терминалы альфа банка в городе ершов саратовская область
2579,почему осталось ввплатить больше чем сумма кредита
2580,желательно через отделение банка
2581,как узнать номер счета
2582,как посмотреть счёт привязан ный к карте
2583,не могу записаться в отделение в городе волжском нет в списке города
2584,пишу вам повторно как вы говорили по поводу кэшбэка за покупку на сумму <anon num> за <anon num> июля
2585,заполнял заявку на кредитную карту она одобрена можно получить в офисе
2586,хотел поподробнее узнать по поводу данного кэшбека
2587,проверьте информацию этот лицевой счёт другого клиента
2588,к какому номеру привязана карта
2589,где деньги на кредитке
2590,почему не отображается кредитная карта
2591,как узнать бик
2592,почему она не отображается в приложенми
2593,перевела а смс нет
2594,вопрос о начислении кэшбэка
2595,как записаться в офис чтобы подать заявку на кредит наличными сроком на <anon num> лет
2596,нужен бик банка
2597,где мои деньги на кредитной карте
2598,возможно ли зачисление кредита без посещения банка
2599,оформил новый кредит деньги зачислились на счет старого кредита и остаток висит на кредитном счете как им воспользоваться
2600,ну что там с бонусом
2601,какие номера телефона привязаны к моему счету
2602,где посмотреть остаток кредита
2603,технический вопрос последнюю неделю не погружается аналитика
2604,отменить заявку об изменении номера
2605,хотел взять кредит через приложение если я нажму кнопку получить мне деньги сразу придут и я получу кредит или нужно будет дождаться еще одобрения
2606,деньги списались но в истории не вижу операцию
2607,не отображается кредитный лимит по карте <anon num>
2608,можно оставить только пуш уведомления
2609,как долго делается кредитная карта
2610,кешбек за продукты
2611,мой кешбек
2612,мне вчера сказали что если сумма кэша больше <anon num> ₽ то можно вывести но у меня не получается
2613,где там номер р с
2614,почему не приходят уведомления от самого приложения а только на симку карту
2615,хочу сменить пароль но не помню текущий что делать
2616,мне нужны реквизиты чтобы мне на карту приходила зп
2617,где я могу посмотреть ранее одобренные заявки на получение кредита не могу найти
2618,можно сделать выписку с реквизитами моей банковской карты
2619,вопрос по кэшбэку по пяти операциям по <anon num> в июне
2620,не показывает реквизиты карты
2621,как отменить заявку на замену номера
2622,когда будут работать пуш уведомления
2623,история баланса
2624,на какой номер будет отправлено смс
2625,узнать расчетный счет
2626,закрываю счет в альфа и хочу вывести свои средства
2627,счёт моей карты
2628,скиньте мой расчетный счет
2629,как отследить перечисление займа
2630,почему в платежах по шаблону не отражается история платежей
2631,могу ли прислать номер дела
2632,номер счета кредитной карты дайте
2633,нет доступа к старому номеру на который был переведён платеж
2634,как можно подключить
2635,куда исчезла из кредитной карты <anon num>
2636,как восстановить функцию перевода себе в сторонний банк
2637,перевод не отображается в операции
2638,как посмотреть движения по счету с <anon num> года
2639,приходят от вас такого рода сообщения откуда этот номер взялся в приложении
2640,почему на кредитной карте нет денег
2641,можно ли отследить перевод который мне отправили по реквизитам
2642,как узнать бик счета
2643,на другой номер
2644,оформлял <anon num> т а на карте <anon num>
2645,я вчера на свою дебетовую карту скинула <anon num> почему то я не вижу чтобы эта карта отражалась в моих продуктах
2646,супруг заказал общую карту привязал к моему номеру но у меня она не отразилась что сделать
2647,не увеличился баланс
2648,где могу найти номер банковского счета
2649,кеш по определенной операции
2650,что такое кэшбэк на син
2651,wink за что начисляется кэшбэк
2652,подавала заявку на выпуск кредитной карты привезли дебетовую
2653,где взять бик банка
2654,где я могу посмотреть счет своей карты
2655,на этот месяц за кеш бек за все покупки
2656,бик банка и наименование банка
2657,инн кпп банка
2658,я могу перенести номер на альфа мобайл где и как
2659,не загружается страница с кэшбэком
2660,отключить сбп
2661,если первый месяц бесплатно полностью то давайте подключим
2662,где плсиотреть бик банка
2663,так а реквизиты где номер карты это не реквизиты
2664,не согласен с кешбеком
2665,почему отображается только кредитный счёт а не сама карта
2666,пропал в истории платеж
2667,кэш за проезд
2668,заказывала его неделю назад
2669,пополнил сумму что оповещение весит ещё
2670,узнать номер счета
2671,при просмотре реквизитов
2672,возможно ли во вкладке балансы добавить желаемые номера телефонов и как это сделать
2673,почему на кредитке нет денег
2674,где находится номер счете получателя
2675,можно ли как то узнать с какого номера был перевод по моему номеру
2676,реквизиты для зп
2677,не вижу в истории операций
2678,посмотреть сколько там денег
2679,как обноаить
2680,произвела оплату но не вижу ее в истории
2681,куда делся последний перевод
2682,можно ли расплачиватьсч пластиковой картой в магазинах
2683,по инн я нахожу компанию не находиться данный лицевой счет
2684,а после зачисления что будет
2685,у меня на счету в расрочку осталась <anon num> рублей расрочка закрыта у меня не получается их перевести обратно на свой текущий счёт
2686,хотел получить кредитную карту что там с кредитной картой
2687,как узнать кому пришёл перевод
2688,узнать свой счет получателя
2689,где посмотреть до какого числа месяца и года годна карта
2690,детальная информация по счету
2691,я спросил про поступление денежных средств откуда и кто их мне перевёл
2692,начисление кэшбэк
2693,операция пропала с истории покупок
2694,у меня почему то деньги на счете а я хочу чтобы они были на определенной карте как это сделать
2695,как подключить еще один номер телефона к моей карте
2696,кэшбэк от <anon num> июня
2697,история вознаграждения
2698,историю операций по кэшбеку
2699,изменение номера
2700,как узнать свой бик
2701,почему списание не видно в истории
2702,нужен бик банка
2703,произвел <anon num> оплаты картой в истории нет этих операций
2704,почему не вижу среди своих продуктов
2705,а сотрудник может ответить на вопрос если я поменяю мобильный номер что от меня потребуется только редактирование профиля онлайн или визит в банк
2706,можно ли продлить срок кредита и пересчитать его
2707,изменить номер телефона для переводов по спб
2708,почему в истории не отображается перевод по реквизитам
2709,номер подтвержден
2710,<anon num> <anon num> кэшбэк в июле на всё
2711,до какого числа действие моей дебетовой карты
2712,оповещения через пуш
2713,как называется раздел мобильного приложения с реквизитами
2714,какие нужны данные
2715,кэшбек на авиа билеты
2716,уведомления так и не прихолят
2717,я сейчас пытаюсь просмотреть все данные одобренного кредита но нигде не отражена ставка хотя мне её озвучивали <anon num> <anon num>
2718,почему не отражается истории операции перевод на <anon num>
2719,сегодня с <anon num> <anon num> адрес новосёлов <anon num> подъезд <anon num>
2720,адрес ао альфа банка для заполнения зарплатной ведомости
2721,вы пишите что сначала за год <anon num> и потом бесплатное обслуживание а <anon num> это за месяц обслуживания стикера или за год <anon num>
2722,магнит косметик
2723,почему я не получаю уводемление за переводы
2724,как мне узнать кто пополнил мой счет
2725,не доступны деньги на кредитной карте
2726,сегодня оформила заявку на получение денежного кредита ответ пришел положительный но деньги до сих пор не перечислили почему
2727,почему не видно за покупки в историях за июль
2728,пишет в настройках что без уведомлений но списание было
2729,есть вопросс про кэшбек
2730,можно ли снять наличные по стикеру
2731,где посмотреть расчетный счет
2732,как узнать откуда пришли деньги
2733,погасить свой долг обязуюсь <anon num>
2734,если я оформлю мобильный заказ и оплачу его картой альфа банк то кешбек придет
2735,недавно который был
2736,в течение какого времени можно оформить кредит в банке с момента его одобрения
2737,chargeback
2738,где посмотреть расчётный счёт
2739,брал заём на <anon num> руб написано в течении <anon num> тау и не пришёл
2740,ранее оператор спрашивал смогу ли оплатить <anon num> я ответила что постараюсь но сообщаю что не получится смогу только <anon num>
2741,у меня списались деньги но в истории платежей нет операции
2742,кэшбэк за транспорт
2743,что за общий долг у меня появился на кредитной карте
2744,почему не отбражается
2745,одобрили мне кредитную карту
2746,где он в приложении
2747,где посмотреть счёт карты
2748,как узнать номер счета сбп
2749,почему не кредитной карте не отображается лимит я могу ей пользоваться
2750,как привязать телефонную книжку контакты для перевода по номеру телефона сейчас предлагает вводить номер для перевода
2751,где посмотреть номер счета карты
2752,поменять номер телефона в связи с потерей сим карты самостоятельно не могу поменять выдает ошибку
2753,вы можете выдать справку о реквизитах с печатью банка
2754,там было указано что кэшбэк суммируется
2755,можно оператора по кэшбекам
2756,кешбек на июль
2757,не высвечивает операция о покупке пятерочка
2758,где узнать номер транзакций
2759,отправить мои реквизиты для получения зарплаты
2760,где взять расчетный счёт
2761,как узнать какой счёт кркдитки
2762,условия по кешбеку
2763,почему эти транзакции не отражаются в истории
2764,мне необходимо посмотреть список операций за <anon num> <anon num> <anon num> как это можно сделать
2765,альфа банк
2766,заблокирован личный кабинет не могу войти
2767,не отображается сумма перевода на дебетовой карте
2768,куда пропала кредитная карта
2769,узнать деньги на счет поступили
2770,у меня какие то операция в истории которые я не понимаю как можно проверить что за они
2771,как вернуть обратно
2772,не прогружается новая карта
2773,пуш и смс подключены но пуш не приходят
2774,не отображаются данные по картам
2775,мне нужен баланс на конкретное число
2776,сколько хранится история покупок с карты
2777,был совершен платеж на сумму <anon num> ₽ почему он не отражается в истории
2778,а где офис
2779,как посмотреть статус оформленной карты
2780,кешбек по кредитке
2781,почему я не вижу зачисления на кредитную карту
2782,кэшбэком или деньгами
2783,где кэшбэк
2784,написано не выполнили условия акции по кешбеку
2785,как мне найти поступившие от дмитрия к денежные средства суммы <anon num> <anon num>
2786,где они
2787,адрес офиса в соль илецке
2788,отключить перевод по номеру телефона
2789,как узнать кому перевёл деньги
2790,какой у меня бик
2791,когда приедет <anon num> рубль за оформление карты
2792,я оформлял онлайн в какое отделение мне обратиться
2793,что за карта меня ждет
2794,я сделал карту мне банк обещал <anon num> ₽
2795,как установить альфа мобайл на айфон
2796,календарь
2797,про какую зарплатную карту пришло смс
2798,что нужно иметь при себе когда получаешь карту
2799,я выслала в страховую продленную страховку жду ответ и снижение ставки по ипотеке
2800,ваш сотрудник банка мне собирается карту выдавать или нет
2801,если у меня уже есть карта альфы мне просто нужна карта мир для альфа пей какие условия
2802,да посмотреть ставку
2803,в любое время можно забрать
2804,мы заказали карту с сайта где мои дети и там написано было что подписка на год нам будет бесплатная банк должен прислать код для активации на сегодняшний день не кода можно узнать когда будет прислан код
2805,как поменять пинкод на вход в банк
2806,что будет если не получится вовремя внести платёж по кредитной карте
2807,для чего назначать время подстраивать свой график если ваша система все равно не работает
