question_id,website_id,rank,score
1899,454,4,5.7917463449019095
1899,881,5,5.686668503158173
1899,1631,6,5.683897736923445
1899,292,7,5.675948953744919
1899,876,8,5.665667453381962
1899,882,9,5.665667453381962
1899,877,10,5.665667453381962
1900,393,1,8.62119306131354
1900,376,2,8.400050019045771
1900,1610,3,8.080667438297205
1900,1158,4,8.071487374837687
1900,1614,5,7.733548471833583
1900,1917,6,7.695066962565096
1900,1521,7,7.656367724733946
1900,1926,8,7.591478993707129
1900,1105,9,7.580800014220015
1900,1275,10,7.544879949793673
1901,145,1,24.68718676891371
1901,960,2,23.60212060134169
1901,200,3,23.585216524017856
1901,916,4,23.53489272819045
1901,965,5,22.93782087621398
1901,986,6,22.32945234012095
1901,152,7,21.736211047056013
1901,195,8,21.69791694490251
1901,917,9,21.551348079947317
1901,972,10,21.495451887167576
1902,1001,1,14.816360677251515
1902,42,2,10.217495094028964
1902,120,3,9.62332507013
1902,125,4,9.395754487966311
1902,408,5,9.069495825320505
1902,1634,6,9.05738169970294
1902,1685,7,8.801639442243953
1902,1633,8,8.791188625653025
1902,230,9,8.775483232760447
1902,247,10,8.643523447557264
1903,1073,1,4.875096626960189
1903,265,2,4.832726391893365
1903,864,3,4.708987595375794
1903,341,4,4.540727375060492
1903,374,5,4.378197335596936
1903,359,6,4.1754783338681305
1903,257,7,4.151795090766272
1903,329,8,4.072608994045773
1903,1620,9,3.9749298392863532
1903,1902,10,3.9384255631052363
1904,455,1,9.647429853026287
1904,454,2,9.635199259822732
1904,108,3,9.616634513722431
1904,1721,4,9.588765440467434
1904,1125,5,9.55293277404877
1904,1098,6,9.502079200942372
1904,1880,7,9.488460805651572
1904,368,8,9.438222140980884
1904,1190,9,9.400045132108094
1904,372,10,9.3929672597287
1905,455,1,3.4174505007907054
1905,454,2,3.3639866360568655
1905,1880,3,3.3608926346515187
1905,114,4,3.2762724604625366
1905,372,5,3.2319577172692875
1905,1567,6,3.216139937477068
1905,1113,7,3.2029700780078514
1905,108,8,3.18704968481475
1905,467,9,3.1850912217139404
1905,1157,10,3.176744096183655
1906,365,1,7.4679017204546945
1906,1129,2,7.163159494774013
1906,396,3,7.16161104173446
1906,324,4,7.161006273449802
1906,387,5,7.114798251667711
1906,320,6,7.089080980867238
1906,1083,7,7.062341177010955
1906,1120,8,7.034851852750487
1906,1130,9,7.019282987895357
1906,273,10,7.002675240228939
1907,818,1,3.6072972666770835
1907,1305,2,3.582346948434742
1907,436,3,3.557213816861766
1907,1293,4,3.523053142200186
1907,1861,5,3.5199172638801173
1907,246,6,3.519302741554128
1907,249,7,3.516033487503006
1907,251,8,3.513167737959304
1907,244,9,3.5118813929651185
1907,226,10,3.511289036993406
1908,455,1,13.022375067829161
1908,358,2,12.770860136497772
1908,890,3,12.339749527046076
1908,112,4,12.134527140025927
1908,1327,5,11.981111393421298
1908,1543,6,11.493741320219439
1908,1561,7,11.402396162202576
1908,1917,8,11.341837162900248
1908,1552,9,11.315573558826475
1908,1155,10,11.190736149807147
1909,793,1,3.3356040790032204
1909,658,2,3.317670110723274
1909,1700,3,3.317225339116891
1909,1313,4,3.310554683271375
1909,666,5,3.3086767367509564
1909,654,6,3.305937192652209
1909,664,7,3.304224546069627
1909,663,8,3.302329382380566
1909,628,9,3.2999324172189755
1909,653,10,3.298777660987385
1910,1,1,0.0
1910,1938,2,0.0
1910,17,3,0.0
1910,18,4,0.0
1910,19,5,0.0
1910,20,6,0.0
1910,21,7,0.0
1910,22,8,0.0
1910,23,9,0.0
1910,24,10,0.0
1911,618,1,7.846457425095053
1911,359,2,7.718742086555157
1911,326,3,7.664497097976237
1911,1102,4,7.456313285080357
1911,1066,5,7.26715623753223
1911,27,6,7.263399814991603
1911,1050,7,7.160893732219276
1911,408,8,7.089677048977743
1911,1169,9,7.041808697153983
1911,370,10,7.039204714927289
1912,1,1,0.0
1912,1938,2,0.0
1912,17,3,0.0
1912,18,4,0.0
1912,19,5,0.0
1912,20,6,0.0
1912,21,7,0.0
1912,22,8,0.0
1912,23,9,0.0
1912,24,10,0.0
1913,1765,1,5.290940173590305
1913,1777,2,5.290940173590305
1913,1286,3,5.186904301505662
1913,326,4,5.02033433304966
1913,1757,5,5.002720705921852
1913,1776,6,5.002720705921852
1913,1763,7,4.972886987944938
1913,1766,8,4.9676234223834586
1913,1126,9,4.958178235492286
1913,1054,10,4.952352913851393
1914,410,1,15.017040876368322
1914,1202,2,15.017040876368322
1914,1607,3,13.335848672074547
1914,1157,4,13.231602763290985
1914,1909,5,13.220650012546699
1914,1517,6,13.13159569761212
1914,1277,7,12.639351081633148
1914,259,8,12.511271829332308
1914,1724,9,11.988596722865728
1914,1638,10,11.973773167135832
1915,412,1,4.854901138417003
1915,1675,2,4.798223927394082
1915,116,3,4.671291603262503
1915,615,4,4.62517347204114
1915,1907,5,4.5697823404037905
1915,411,6,4.432628815675144
1915,390,7,4.400725062882386
1915,1036,8,4.326124893308642
1915,1654,9,4.094322933438132
1915,1740,10,4.072298942917142
1916,1580,1,11.75216036876885
1916,1054,2,11.55101503739766
1916,96,3,11.502145600287683
1916,98,4,11.440941322584653
1916,97,5,11.35019869667596
1916,32,6,11.265374534594383
1916,23,7,10.86378348492708
1916,265,8,9.461505023562736
1916,379,9,9.246355029001105
1916,1095,10,9.232053263170549
1917,1113,1,18.005497398522277
1917,1112,2,17.63231677181117
1917,292,3,17.235943776009226
1917,1662,4,16.783114481509216
1917,1921,5,16.599931024390575
1917,349,6,16.489812624004774
1917,1132,7,15.943793232329721
1917,1273,8,15.924923160292279
1917,1120,9,15.750830122521398
1917,447,10,15.740211692865731
1918,1157,1,10.856267183307729
1918,258,2,10.736301476032985
1918,1916,3,10.666553915754863
1918,372,4,10.624591780485433
1918,1193,5,10.5231444746254
1918,421,6,10.297109272448905
1918,1202,7,10.258676543648692
1918,410,8,10.258676543648692
1918,419,9,10.172154067273425
1918,1930,10,10.123138001290421
1919,358,1,15.794990880419263
1919,768,2,12.192438913921098
1919,612,3,10.808162139205592
1919,410,4,10.538957126705322
1919,1202,5,10.538957126705322
1919,362,6,10.159475455730338
1919,277,7,9.978438411663518
1919,1157,8,9.938181554175758
1919,757,9,9.819367256870018
1919,1272,10,9.55643356929141
1920,116,1,35.97717822787974
1920,1733,2,34.52893170644557
1920,1639,3,34.37435001341832
1920,455,4,32.15804725999203
1920,1001,5,31.050167195132367
1920,125,6,30.97209236327671
1920,1750,7,30.634085245397767
1920,408,8,29.862023976072322
1920,618,9,28.93827941974234
1920,112,10,28.7606055484274
1921,329,1,3.9236897487586573
1921,773,2,3.8327070875484774
1921,223,3,3.821552333004153
1921,212,4,3.7705881355687474
1921,899,5,3.59356476262209
1921,241,6,3.59356476262209
1921,954,7,3.585652759309181
1921,694,8,3.4940640368560243
1921,708,9,3.4940640368560243
1921,308,10,3.389782641541752
1922,108,1,3.8420516047249924
1922,1721,2,3.790913407717785
1922,368,3,3.6196399034376
1922,683,4,3.603707567182124
1922,372,5,3.588617081790775
1922,1125,6,3.5749860559157103
1922,1072,7,3.536038850006612
1922,1157,8,3.467496736019967
1922,819,9,3.4459535369343426
1922,107,10,3.4154714054398734
1923,1755,1,7.501681584608567
1923,1300,2,7.460968448261586
1923,1224,3,7.453320178502772
1923,1301,4,7.291050230975715
1923,1754,5,7.170753649388065
1923,1766,6,7.119289257311953
1923,1763,7,7.063729272189965
1923,1830,8,7.057037196590589
1923,1834,9,7.0476856331981255
1923,1871,10,7.0476856331981255
1924,1517,1,7.797901493205097
1924,1608,2,7.487536993768204
1924,1607,3,7.36626630707011
1924,410,4,7.014302381784853
1924,1202,5,7.014302381784853
1924,1313,6,6.97200414929222
1924,1157,7,6.872471080973492
1924,801,8,6.7099881867731765
1924,1272,9,6.53374256524503
1924,1909,10,6.505687290295496
1925,1677,1,12.521456730991515
1925,762,2,10.804374994177094
1925,801,3,10.767460074165992
1925,1368,4,10.6092460233175
1925,1724,5,10.577877826297637
1925,113,6,10.564630978016874
1925,1639,7,10.425354924332979
1925,89,8,10.414206628013464
1925,1627,9,10.409191035493272
1925,1251,10,10.250226177884812
1926,1064,1,9.300693519134317
1926,1202,2,9.007158068272549
1926,410,3,9.007158068272549
1926,1066,4,8.97142667482461
1926,368,5,8.814224254102744
1926,1724,6,8.750543572651651
1926,1192,7,8.651714462668215
1926,1157,8,8.30622400504122
1926,1910,9,8.199728175296281
1926,1239,10,7.847289323065748
1927,1,1,0.0
1927,1938,2,0.0
1927,17,3,0.0
1927,18,4,0.0
1927,19,5,0.0
1927,20,6,0.0
1927,21,7,0.0
1927,22,8,0.0
1927,23,9,0.0
1927,24,10,0.0
1928,368,1,7.525202917312297
1928,1157,2,6.942586892655541
1928,372,3,6.45172313129211
1928,108,4,6.035367123725731
1928,698,5,5.782667362314865
1928,811,6,5.5465789214457555
1928,1098,7,5.50638437936686
1928,819,8,5.479892586767781
1928,112,9,5.441936311846693
1928,705,10,5.348636291853832
1929,372,1,6.239614610826747
1929,368,2,6.106089133927727
1929,1157,3,5.558326616132609
1929,463,4,5.512600351200063
1929,851,5,5.455533310538625
1929,1724,6,5.437262497427365
1929,789,7,5.416059405278869
1929,1795,8,5.400527322936199
1929,400,9,5.33701555583703
1929,390,10,5.233911813679978
1930,1064,1,9.300693519134317
1930,1202,2,9.007158068272549
1930,410,3,9.007158068272549
1930,1066,4,8.97142667482461
1930,368,5,8.814224254102744
1930,1724,6,8.750543572651651
1930,1192,7,8.651714462668215
1930,1157,8,8.30622400504122
1930,1910,9,8.199728175296281
1930,1239,10,7.847289323065748
1931,372,1,13.728820644647698
1931,368,2,10.550042631936677
1931,1557,3,9.127159844274951
1931,455,4,8.857940294609293
1931,1570,5,8.85257550799414
1931,1113,6,8.211848111046233
1931,1721,7,8.208141946975056
1931,1125,8,8.184970374167975
1931,17,9,7.9903937511159215
1931,1098,10,7.920828257681567
1932,358,1,11.914697156264348
1932,1877,2,6.787998502879384
1932,1361,3,6.660636313667446
1932,1382,4,6.660636313667446
1932,1371,5,6.626161144349962
1932,1393,6,6.626161144349962
1932,1360,7,6.6124707976850745
1932,1376,8,6.6124707976850745
1932,498,9,6.578491159046179
1932,1345,10,6.578491159046179
1933,125,1,23.691256175535603
1933,868,2,21.37611839599618
1933,1748,3,21.11724672716226
1933,1662,4,20.95290555206278
1933,1115,5,20.50275838213473
1933,1044,6,20.025646986246844
1933,1091,7,19.788188259104473
1933,219,8,19.480649432514667
1933,289,9,19.474974236098998
1933,279,10,19.168394638198468
1934,1207,1,3.826311618575118
1934,1191,2,3.785911284636224
1934,612,3,3.784346196647851
1934,455,4,3.7738613984126537
1934,1255,5,3.7500474281553484
1934,1239,6,3.743115447603957
1934,1193,7,3.7412924475474263
1934,614,8,3.6856813336380174
1934,692,9,3.660940482347867
1934,1102,10,3.651291449780854
1935,1517,1,7.797901493205097
1935,1608,2,7.487536993768204
1935,1607,3,7.36626630707011
1935,410,4,7.014302381784853
1935,1202,5,7.014302381784853
1935,1313,6,6.97200414929222
1935,1157,7,6.872471080973492
1935,801,8,6.7099881867731765
1935,1272,9,6.53374256524503
1935,1909,10,6.505687290295496
1936,1202,1,9.74020941668002
1936,410,2,9.74020941668002
1936,173,3,9.620855054245753
1936,172,4,9.609280274062185
1936,932,5,9.518199846172461
1936,929,6,9.509796607179242
1936,920,7,9.490277463096374
1936,60,8,9.420078641357307
1936,658,9,9.334287281035596
1936,935,10,9.321864562670442
1937,697,1,4.725045815628647
1937,1079,2,4.698707182662834
1937,1190,3,4.687519869939569
1937,692,4,4.676641573929168
1937,1647,5,4.640221285145729
1937,369,6,4.62209720491361
1937,265,7,4.617040804292465
1937,1105,8,4.613618663295911
1937,1163,9,4.6111193306227305
1937,1054,10,4.602745769195069
1938,1570,1,15.496787835775773
1938,1721,2,12.87038157341943
1938,363,3,11.858189702098393
1938,717,4,11.538269677214053
1938,1609,5,11.30170803290098
1938,1125,6,11.140696653368055
1938,1802,7,11.082860409655213
1938,1804,8,11.05806757776821
1938,1801,9,10.984465472457236
1938,1799,10,10.942921161220102
1939,1239,1,11.312246374512277
1939,1158,2,8.991317403218112
1939,333,3,8.497972240821003
1939,1092,4,8.437763499409893
1939,866,5,8.154332639900066
1939,343,6,7.4589146703563625
1939,1578,7,3.6209913617745926
1939,666,8,3.6209666429215113
1939,654,9,3.6198787909769
1939,663,10,3.6191464078824263
1940,441,1,14.77298510792514
1940,1917,2,11.919875619300015
1940,116,3,11.822347972176178
1940,408,4,11.667293857482408
1940,300,5,11.321450768219067
1940,1269,6,11.249130593275645
1940,301,7,11.218316504419846
1940,455,8,11.109091390535632
1940,982,9,10.659188666078558
1940,1001,10,10.514004858653752
1941,605,1,2.443202480356072
1941,607,2,2.432148116245383
1941,603,3,2.386360761967757
1941,1640,4,2.3576516991208734
1941,27,5,2.3097363170185523
1941,402,6,2.3015589433297863
1941,28,7,2.2882189302463107
1941,616,8,2.287108865091892
1941,79,9,2.2341798436095166
1941,396,10,2.18934495504801
1942,1763,1,6.985586941309135
1942,1756,2,5.543327968929291
1942,1150,3,4.3260510704607995
1942,851,4,4.290784427614983
1942,1705,5,0.0616785541122082
1942,1704,6,0.06120913690312334
1942,642,7,0.0
1942,641,8,0.0
1942,643,9,0.0
1942,644,10,0.0
1943,1044,1,10.069255127896692
1943,304,2,9.16298959265652
1943,1070,3,9.099200174545405
1943,1117,4,8.988484604694971
1943,1036,5,8.930431766089509
1943,1091,6,8.858426831624307
1943,1261,7,8.840668792091034
1943,1027,8,8.722042069743711
1943,219,9,8.678918243113351
1943,332,10,8.54493097023026
1944,1907,1,7.137193438658832
1944,321,2,6.885716350456131
1944,461,3,6.774739088540231
1944,1155,4,6.665858728699645
1944,1027,5,6.641406057204692
1944,1026,6,6.570308192429353
1944,126,7,6.467961981933086
1944,1654,8,6.45067824746312
1944,1036,9,6.448280441221135
1944,811,10,6.352229034546173
1945,1570,1,13.08876565523055
1945,1785,2,10.59233009982987
1945,358,3,8.723118346154223
1945,1877,4,6.787998502879384
1945,1361,5,6.660636313667446
1945,1382,6,6.660636313667446
1945,1371,7,6.626161144349962
1945,1393,8,6.626161144349962
1945,1376,9,6.6124707976850745
1945,1360,10,6.6124707976850745
1946,618,1,22.610720174553883
1946,116,2,21.506465699103266
1946,408,3,18.978001286703016
1946,128,4,18.7602145565537
1946,1793,5,18.018580834899026
1946,1733,6,17.839164473108685
1946,1792,7,17.438667464477433
1946,455,8,17.30565044117799
1946,1791,9,17.231362035724604
1946,358,10,16.46510766476976
1947,1757,1,6.969460934988074
1947,1776,2,6.969460934988074
1947,1177,3,6.902046334230877
1947,1017,4,6.900056333898922
1947,1162,5,6.895257124673597
1947,265,6,6.873817863327464
1947,1121,7,6.872016810356699
1947,323,8,6.869489350110927
1947,1817,9,6.8508152772473885
1947,1816,10,6.8508152772473885
1948,412,1,1.9752127938384672
1948,1651,2,1.9249570241867264
1948,1093,3,1.9145666327202533
1948,1640,4,1.8979088675645
1948,1649,5,1.8913007566825613
1948,618,6,1.8739945038231425
1948,411,7,1.8734682183544393
1948,293,8,1.8614824375709436
1948,416,9,1.8557144842946685
1948,288,10,1.8481804391453591
1949,438,1,14.57670193812856
1949,124,2,13.943277883992266
1949,1272,3,13.541440275610311
1949,1177,4,13.474441657898439
1949,1636,5,13.471711949666831
1949,375,6,13.31859555268592
1949,1907,7,13.24694761269789
1949,1916,8,12.602739812917546
1949,390,9,12.510353835644642
1949,971,10,12.318534193510853
1950,372,1,11.389254931543281
1950,1721,2,10.939452668845892
1950,1609,3,9.216027076618742
1950,1557,4,9.088043448078855
1950,1125,5,8.997505735503806
1950,368,6,8.864245597462336
1950,1570,7,8.85257550799414
1950,108,8,8.311640843200875
1950,1802,9,8.223057850676158
1950,1804,10,8.20084713008953
1951,1619,1,1.8531958619979962
1951,1263,2,1.8009235522044271
1951,113,3,1.7928597073281367
1951,1617,4,1.7870007402142445
1951,68,5,1.7665155311767429
1951,1714,6,1.744494782755645
1951,1633,7,1.7434551659828037
1951,1618,8,1.687201494213548
1951,277,9,1.6380252724825692
1951,1080,10,1.6302445357508817
1952,923,1,11.32641939358
1952,409,2,11.227587245987998
1952,161,3,11.119117060115247
1952,60,4,11.043327492151558
1952,637,5,10.94398512670825
1952,96,6,10.920677891696167
1952,1749,7,10.90208026653835
1952,658,8,10.892025984741712
1952,772,9,10.816235649106826
1952,97,10,10.804829304954312
1953,108,1,20.102420140245993
1953,1721,2,18.37918502932823
1953,126,3,18.21518694986549
1953,1113,4,17.76315247495381
1953,1123,5,17.58282856395924
1953,454,6,17.36792983017309
1953,1129,7,17.338190407168415
1953,375,8,17.132170593880172
1953,98,9,17.120215008463955
1953,455,10,17.035737703928024
1954,372,1,10.212523850671651
1954,368,2,9.102429773776302
1954,1570,3,8.85257550799414
1954,1785,4,8.169450072480707
1954,1721,5,6.76910348653113
1954,1544,6,6.5047313190624365
1954,363,7,6.500771980796421
1954,1064,8,6.31242221701112
1954,1121,9,6.1581124376674845
1954,1557,10,6.105980504309065
1955,1649,1,6.321440521090998
1955,1091,2,5.541871768359714
1955,639,3,0.0
1955,640,4,0.0
1955,641,5,0.0
1955,642,6,0.0
1955,643,7,0.0
1955,644,8,0.0
1955,645,9,0.0
1955,646,10,0.0
1956,17,1,8.80234964916022
1956,274,2,8.497383352216342
1956,272,3,7.720137298001253
1956,275,4,6.8904019371333325
1956,1107,5,6.038224462134378
1956,366,6,6.0180896297137085
1956,279,7,5.601447037616072
1956,995,8,5.467301915790152
1956,349,9,5.427795267462526
1956,1012,10,5.399364327224416
1957,408,1,6.039723777551756
1957,1917,2,6.001206989492814
1957,116,3,5.675462728980521
1957,890,4,5.625055406824117
1957,112,5,5.433236410863534
1957,114,6,5.255315087276223
1957,1900,7,5.190099509993276
1957,1902,8,5.121251593550673
1957,1684,9,5.063248709115848
1957,1543,10,5.013813271986239
1958,455,1,17.577274708191936
1958,116,2,15.793904539649732
1958,1064,3,14.585219086371374
1958,675,4,13.097452657992195
1958,1724,5,12.898991953332294
1958,125,6,12.678637983847954
1958,462,7,12.640913282087226
1958,875,8,12.615555468500972
1958,408,9,12.525810618188583
1958,1910,10,12.493845001828026
1959,862,1,6.883754356644463
1959,1603,2,6.8277650887534715
1959,623,3,6.57819057952883
1959,1119,4,6.343712465898511
1959,1602,5,6.341827498741294
1959,1239,6,6.322556299809081
1959,1594,7,6.319498953347704
1959,1268,8,6.2543864747651545
1959,906,9,6.248809391108523
1959,837,10,6.2117206772702325
1960,1917,1,9.262822096210519
1960,116,2,9.052846168362434
1960,408,3,8.720040621010003
1960,890,4,8.624037611881931
1960,1900,5,8.495906512889128
1960,112,6,8.357032856018234
1960,1902,7,8.300620110822976
1960,455,8,8.217771946992766
1960,1543,9,8.164550142922415
1960,1001,10,8.128678291400693
1961,125,1,22.663090832035614
1961,692,2,21.26399086783423
1961,1740,3,20.72877408869508
1961,781,4,20.302222155952094
1961,1025,5,19.84296040962312
1961,409,6,19.613787067038444
1961,159,7,19.328787482534583
1961,937,8,19.30923839549889
1961,98,9,19.288641798528804
1961,97,10,19.06014262532354
1962,1766,1,12.40769538148136
1962,1777,2,12.015803417735714
1962,1765,3,12.015803417735714
1962,510,4,11.847566676471569
1962,862,5,11.42898676903991
1962,1704,6,11.33124969967546
1962,1705,7,11.324587171685952
1962,1825,8,11.234253072974589
1962,1473,9,11.231860792409012
1962,1224,10,11.162941549814674
1963,1830,1,4.724089340070671
1963,1252,2,4.682751761037607
1963,1832,3,4.603657182090129
1963,1873,4,4.450586928380617
1963,1836,5,4.446753389834304
1963,1831,6,4.446753389834304
1963,1858,7,4.367076355408723
1963,1859,8,4.349141065489848
1963,1867,9,4.349141065489848
1963,1862,10,4.343652115294595
1964,1700,1,6.4566178879176395
1964,96,2,6.388606699090294
1964,97,3,6.376695010250829
1964,98,4,6.247853274664047
1964,1118,5,5.270435992851427
1964,488,6,4.846975994563532
1964,484,7,4.844033909610164
1964,1381,8,4.838160441677416
1964,1252,9,4.754568098024526
1964,1383,10,4.258444478181762
1965,462,1,17.632924547321874
1965,1907,2,17.480778924209897
1965,1934,3,17.45240119349512
1965,455,4,17.450653386889922
1965,454,5,17.279275437360752
1965,1306,6,16.98012330510768
1965,465,7,16.847043972388512
1965,1710,8,16.208345134686947
1965,1068,9,16.165617416239407
1965,451,10,16.103122906141422
1966,670,1,21.847680389100084
1966,165,2,21.751465823768374
1966,620,3,21.634768178272648
1966,470,4,21.634768178272648
1966,171,5,21.532089341332195
1966,164,6,21.417193294735323
1966,920,7,21.385474318697725
1966,1649,8,20.85881608162872
1966,921,9,20.4763001024882
1966,922,10,20.342600452409776
1967,454,1,26.036620086405442
1967,456,2,19.725482304509452
1967,455,3,19.6094796081676
1967,461,4,19.34827676164078
1967,465,5,19.265463459723517
1967,463,6,16.164567789500033
1967,467,7,15.868547782765344
1967,1273,8,15.716644000780247
1967,447,9,15.55237054577043
1967,1308,10,13.853057139565461
1968,1088,1,3.5840214160526984
1968,1011,2,3.451043851572421
1968,1019,3,3.3018576184809194
1968,379,4,3.260234030581557
1968,1064,5,3.2254816983239993
1968,1202,6,3.128043400091829
1968,410,7,3.128043400091829
1968,1910,8,3.1184829914888628
1968,618,9,3.1064103770122884
1968,697,10,3.072928245510913
1969,1297,1,7.159937435263456
1969,1197,2,6.858575614109909
1969,1897,3,6.7253319665305895
1969,1922,4,6.7253319665305895
1969,478,5,6.461076572751701
1969,125,6,6.423414526380419
1969,1924,7,6.19922453076655
1969,1710,8,6.164364945664787
1969,1526,9,5.883165266004595
1969,124,10,5.758383956689961
1970,372,1,4.748914503509562
1970,467,2,4.554729525118859
1970,1113,3,4.448669408462994
1970,461,4,4.361653300909748
1970,1880,5,4.3241706022239725
1970,869,6,4.3033829608032
1970,876,7,4.3033829608032
1970,882,8,4.3033829608032
1970,877,9,4.3033829608032
1970,880,10,4.3033829608032
1971,801,1,13.058428110929327
1971,32,2,10.620703516386829
1971,1639,3,9.319906295782417
1971,1570,4,8.85257550799414
1971,1607,5,8.751038872499956
1971,1858,6,8.621617728043894
1971,1867,7,8.52574042844914
1971,1859,8,8.52574042844914
1971,1862,9,8.49666726559175
1971,1609,10,8.486087828108818
1972,1830,1,4.724089340070671
1972,1252,2,4.682751761037607
1972,1832,3,4.603657182090129
1972,1873,4,4.450586928380617
1972,1836,5,4.446753389834304
1972,1831,6,4.446753389834304
1972,1858,7,4.367076355408723
1972,1859,8,4.349141065489848
1972,1867,9,4.349141065489848
1972,1862,10,4.343652115294595
1973,124,1,8.534295547793171
1973,1272,2,8.487836170663064
1973,438,3,8.298786929355819
1973,455,4,8.11624908553394
1973,1636,5,7.414236916823665
1973,375,6,7.369978594296265
1973,1177,7,7.178839470854376
1973,1308,8,6.980967424146271
1973,1175,9,6.759226881873693
1973,971,10,6.436507210334884
1974,372,1,12.218002962869441
1974,368,2,9.492163206624815
1974,1557,3,9.127159844274951
1974,1570,4,8.85257550799414
1974,1098,5,7.920828257681567
1974,1721,6,7.795391755746314
1974,455,7,7.288408860565092
1974,1609,8,7.008016328459824
1974,15,9,6.932098008859747
1974,108,10,6.900005627143329
1975,1050,1,5.438734622300348
1975,286,2,5.395099195603324
1975,213,3,5.340287303804234
1975,1054,4,5.3333529236163795
1975,137,5,5.322902743544405
1975,1017,6,5.178721044486755
1975,1030,7,5.177985275607268
1975,278,8,5.067191561509146
1975,221,9,5.053505602717097
1975,1035,10,5.046648526666089
1976,368,1,9.471380776217504
1976,372,2,9.43484332412416
1976,1570,3,8.85257550799414
1976,862,4,6.259022430886404
1976,1557,5,6.105980504309065
1976,1098,6,5.97127523635094
1976,1088,7,5.816540677517036
1976,455,8,5.784141652851087
1976,1721,9,5.713836730813868
1976,379,10,5.651660837336946
1977,1617,1,11.248772493814837
1977,1618,2,11.23321054572471
1977,455,3,11.208098325064928
1977,372,4,11.156773506165804
1977,726,5,10.907919941700692
1977,727,6,10.790535077478616
1977,1125,7,10.719182018592008
1977,1650,8,10.65066674352757
1977,734,9,10.636602710828502
1977,125,10,10.566150797239963
1978,455,1,5.2430335601602565
1978,1299,2,4.873510304017988
1978,458,3,4.871259591372096
1978,409,4,4.841908391603299
1978,454,5,4.818313986760389
1978,1919,6,4.734261591290719
1978,335,7,4.733312891312144
1978,256,8,4.688186336928275
1978,1638,9,4.667853488909511
1978,1286,10,4.665527367688082
1979,116,1,19.60592358606954
1979,125,2,16.207578374466166
1979,675,3,14.82442368324991
1979,1750,4,14.082899906120117
1979,121,5,12.70666518988524
1979,1277,6,12.431556165270958
1979,124,7,12.407322635691925
1979,102,8,12.193856984908843
1979,1746,9,11.89335216134394
1979,1197,10,11.53439473631802
1980,11,1,13.912131597888253
1980,683,2,13.489665694223433
1980,1066,3,11.856507351859975
1980,656,4,11.21125348035325
1980,1748,5,10.937300450616315
1980,868,6,10.772528785635812
1980,354,7,10.037503906320559
1980,168,8,10.016995717858206
1980,1070,9,9.981946796139894
1980,801,10,9.864032083228
1981,1092,1,1.5989175450475002
1981,309,2,1.5951006636689509
1981,1193,3,1.5936803510959456
1981,219,4,1.5865507042635052
1981,1077,5,1.5823616344337688
1981,1916,6,1.5744460959813453
1981,992,7,1.5731709746436036
1981,250,8,1.553882774828672
1981,613,9,1.552654861199709
1981,220,10,1.5526109412311415
1982,1733,1,15.094141430656093
1982,7,2,12.903549216327319
1982,113,3,12.507513368896872
1982,116,4,12.151845122263637
1982,1907,5,12.132336011034923
1982,411,6,12.066504005428499
1982,412,7,12.057364824365182
1982,1639,8,11.708143031126568
1982,128,9,11.19385491395684
1982,1695,10,11.146043846154162
1983,1517,1,7.797901493205097
1983,1608,2,7.487536993768204
1983,1607,3,7.36626630707011
1983,410,4,7.014302381784853
1983,1202,5,7.014302381784853
1983,1313,6,6.97200414929222
1983,1157,7,6.872471080973492
1983,801,8,6.7099881867731765
1983,1272,9,6.53374256524503
1983,1909,10,6.505687290295496
1984,361,1,6.9113752037341385
1984,722,2,6.802299778577856
1984,395,3,6.743654032100663
1984,116,4,6.565619034639088
1984,360,5,6.437505333402252
1984,1165,6,6.425428411086195
1984,377,7,6.370695342825391
1984,1760,8,6.33845932585634
1984,1924,9,6.334564056254781
1984,478,10,6.320711838762372
1985,1677,1,4.322707614325571
1985,1824,2,3.9925468359427536
1985,1599,3,3.9821573782848407
1985,1656,4,3.9111356301455293
1985,1870,5,3.8808731912076797
1985,1874,6,3.8723071664217716
1985,782,7,3.762966289047662
1985,292,8,3.7560111858073326
1985,1884,9,3.7407344720109506
1985,1562,10,3.7248498923192046
1986,1,1,0.0
1986,1938,2,0.0
1986,17,3,0.0
1986,18,4,0.0
1986,19,5,0.0
1986,20,6,0.0
1986,21,7,0.0
1986,22,8,0.0
1986,23,9,0.0
1986,24,10,0.0
1987,1677,1,9.448938385728226
1987,801,2,9.16572982379659
1987,32,3,9.112945189935303
1987,1600,4,8.437662559876571
1987,826,5,8.417064848180264
1987,1529,6,8.389093331560941
1987,1160,7,8.319178090871326
1987,1588,8,7.889957923791277
1987,831,9,7.782090245455945
1987,1255,10,7.740862950143126
1988,116,1,9.189518550703964
1988,112,2,8.927979613695548
1988,455,3,8.689417583733833
1988,704,4,8.652677107097082
1988,675,5,8.425803834929972
1988,1001,6,8.376634487109492
1988,702,7,8.363301111213996
1988,114,8,8.314814669010612
1988,216,9,8.266773677781025
1988,1639,10,8.195349550896985
1989,89,1,13.287565245400947
1989,1244,2,13.224763215647313
1989,423,3,13.224763215647313
1989,112,4,13.132072181262139
1989,409,5,13.023981558226165
1989,27,6,12.779623958847866
1989,113,7,12.729823637779878
1989,900,8,12.684934176696462
1989,28,9,12.64464051214152
1989,171,10,12.6276972411443
1990,693,1,15.985595934650863
1990,1662,2,12.89812607515237
1990,124,3,12.679073037087223
